Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Team Lead,Pune,Intern,"Operations, Maintenance & Support Department",6 Sep 2023,2.0,1.0,2.0,1.0,4.0,1.0,1.0,"Famous MNC company, work experience will be valuable in future.","Very Toxic work culture, poor work life balance. No C off , even after working 7 days in week."
Back Office,Mumbai,Full Time,Back Office Department,5 Sep 2023,3.0,3.0,3.0,2.0,4.0,5.0,2.0,"Working of RBI GUIDE LINE & COMPANY NORMS WORKING 
👍 Good","कंपनी केवल बड़े अधिकारियों को facility , salary package, permotion देती है छोटे कर्मचारियों पर कोई ध्यान नही दे रही 
छोटे back office कर्मचारी बिचारे पूरे दिन सुबह से शाम तक working में busy रहते है फिर भी company  permot नही कर रही।"
Deputy Manager,"Nashik, Maharashtra",Full Time,"Operations, Maintenance & Support Department",4 Sep 2023,5.0,4.0,4.0,5.0,4.0,4.0,3.0,"No boundaries for Learning,No obstacles for doing and showing your improvement,Open and welcome culture to new ideas, Good team work",Career growth - Even after good performance consistently with good pms score promotion can't happen as position is less
Intern,Mumbai,Intern,Accounting & Taxation Department,2 Sep 2023,5.0,4.0,5.0,2.0,5.0,5.0,5.0,"Its working environment, along with responsibility toward society","Its working enviroment, along with responsibility toward society"
Assistant Manager Maintenance,"Igatpuri, Maharashtra",Full Time,"Operations, Maintenance & Support Department",2 Sep 2023,5.0,5.0,5.0,1.0,5.0,4.0,1.0,Freedom of showcase your skill. And main thing job security.,Promotion/appraisal is not as per skill. Only given for bootlickers. Talent not got any awards.
Senior Engineer,"Chennai, Tamil Nadu",Full Time,Engineering & Manufacturing Department,0 Sep 2023,5.0,4.0,4.0,3.0,4.0,2.0,3.0,Its has an organised work structure. Good people support.,Delays in promotion. No ctc normalising. Will expect more from employee but gives only little penny as hike.
Collection Executive,"Hyderabad/Secunderabad, Telangana",Full Time,Other Department,4 Sep 2023,4.0,4.0,2.0,3.0,3.0,4.0,2.0,Good,"Manager level work style is not good.
High level management need only work progress, they don't understand about employees health and personal problems"
Deputy Manager,Mumbai,Full Time,Production & Manufacturing Department,6 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Creates opportunities and very much open for the  Trials irrespective of time,A company where cost cutting projects are always on demand ... Probably lots of follow up required to get the work done ... which is NVA inspite of strong systems in place .
Lead Engineer,Chennai,Full Time,Engineering & Manufacturing Department,5 Sep 2023,3.0,3.0,4.0,2.0,5.0,2.0,2.0,Working on innovative ideas,Work culture from top to bottom is person oriented. Have to please your boss and they expect it as well
Principal Engineer,Chennai,Full Time,Engineering & Manufacturing Department,1 Aug 2023,2.0,1.0,1.0,2.0,3.0,1.0,1.0,Working on multiple projects at a time with new technologies & futuristic vehicle,"Inclusiveness in missing & more of biased working culture, no growth for the potential candidates."
Trainee Officer,Nagpur,Contractual,Transmission assembly  Department,1 Aug 2023,5.0,5.0,5.0,5.0,1.0,5.0,1.0,Working atmosphere & facilities are excellent,Because at the time of joining they say that at present you are join on the basis of diploma but after sucessfullying completion of degree we will absorb you as graduate engineer but after completing degree they deny for that.
Design Engineer,"Chengalpattu, Tamil Nadu",Full Time,Electrical and electronics  Department,8 Aug 2023,5.0,3.0,5.0,4.0,5.0,4.0,3.0,"Best place for learning.. 
MRV will make you technically very strong.. 
You can't get these learning in any other automotive industry!!!","Hard to do work life balance. 
Ofcourse work will be there.. But its hard to spend time with family."
Team Leader,Pune,Full Time,Production & Manufacturing Department,6 Aug 2023,3.0,3.0,2.0,2.0,4.0,3.0,2.0,"Skope to increase your knowledge and 
professional strength.",Salary structure very bad even after you have great skill and good experience.
Junior Associate Engineer,Mohali,Full Time,Production & Manufacturing Department,5 Aug 2023,1.0,2.0,1.0,2.0,3.0,3.0,1.0,"Food 
Leave benifits","Compulsory overtime
Appraisal 5-8%
Huge work pressure
Autocracy of management
Small wages to technical workers... Even less than contractual sweepers ..
Force employees to do overtime
Employee don't feel respectful in the company"
Assistant Manager Quality Assurance With 6 Plus Years Of Experience In OEM Mahindra And Mahindra,"Zahirabad, Telangana",Full Time,Production & Manufacturing Department,5 Aug 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Worst company, internal politics especially Zaheerabad plant Telangana. I don't recommend this company.","Internal politics, union issues ,No work life balance ,No promotion or salary hike, worst culture"
Junior Engineer Mechanical,Chapperchiri,Full Time,Engineering Department,4 Aug 2023,3.0,3.0,3.0,2.0,3.0,4.0,2.0,Company culture and secure environment for ladies staff .. and all facilities are provided by their good performance of punctuation which I like most thanks for all these security.,a lot of hard work on less salary and not permanent to girls .
Lead Engineer - Design,Chennai,Full Time,Engineering Department,3 Aug 2023,3.0,3.0,3.0,2.0,5.0,4.0,2.0,"1) Job Security 
2) Training’s
3) Comfort","1) Appraisal:- Too much politics results managers push skilled person down
2) Work life balance:- first point is connected to this one, after doing all the effort finally same top guy gets high benefit.
3) Satisfaction:- Connected to 1 and 2"
Manager- Electrical Maintenance,"Mohali, Punjab",Full Time,"Operations, Maintenance & Support Department",0 Aug 2023,4.0,1.0,3.0,4.0,5.0,3.0,3.0,Job security,"Office politics, Zero Work life Balances.
Very less training programmes, Weak HR policies deployment varies plant to plant 
Medical insurance amount low, very less leaves provided"
Zonal Manager-Administration AOs (Senior Manager),"Noida, Uttar Pradesh",Full Time,Administration Department,0 Aug 2023,4.0,2.0,2.0,2.0,2.0,4.0,2.0,"Empowerment, ownership & accountability","Useless HR function, poor policies, no connect with Employees, promoting the culture of “keep your manager happy”. Near to eyes near to heart approach."
Mis Executive,Pune,Full Time,Sales Support & Operations Department,7 Aug 2023,5.0,4.0,5.0,4.0,5.0,5.0,5.0,Work Environment is great and learning new skills great experience in M&M group,Working hours not fix. Also work late night in month ends
Graduate Apprenticeship Trainee,Pune,Full Time,Engineering & Manufacturing Department,5 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Offering extended expertise in automobile manufacturing industry, thereby providing huge exposure in all segments of industry. Contribution towards personal as well as professional development!",None
Industrial Engineer,Pune,Full Time,Engineering Department,4 Aug 2023,4.0,4.0,4.0,3.0,5.0,4.0,3.0,Job Security and the name tag which you get while working with mahindra.,At times the office time might stretch due to high production demands
Team Leader,"Pune, Maharashtra",Full Time,Production & Manufacturing Department,3 Aug 2023,5.0,5.0,5.0,4.0,3.0,5.0,4.0,"Great learning platform, Home for knowledge in Automotive, Learning Schools available.","Job security is less, Diploma students don't have enough scope."
Service Engineer,"Bareilly, Uttar Pradesh",Full Time,Telecom Department,9 Aug 2023,4.0,4.0,4.0,4.0,4.0,4.0,2.0,Chance to learn more things in short time as upper level like managers free after give your all their burden.,No promotion and no appraisal and there is no credit because managers take all credits of your working
Senior Manager- Strategic Sourcing,Pune,Full Time,Procurement & Purchase Department,6 Aug 2023,5.0,5.0,5.0,3.0,5.0,5.0,4.0,"There is a work life balance.
You get ample opportunities to develop yourself.","HR policies related to family medical insurance.
Employee loan at low interest rate is not available."
Assistant Manager,"Indore, Madhya Pradesh",Full Time,Production Department,5 Aug 2023,5.0,5.0,5.0,4.0,5.0,5.0,3.0,"Best place to work, best systems and HR policies. Aple opportunity to learn and grow. Great learning environment.",Needs improvement in canteen food and snacks facility
Deputy Manager Process Engineering,Pune,Full Time,Management Department,5 Aug 2023,4.0,4.0,5.0,3.0,5.0,4.0,4.0,People are really supportive. Work available in mahindra is really of high caliber where we get to learn a lot.,Increments are really poor. People who work from there career start did not get enough salary at the end of 5 6 years compared to market
Manager,Pune,Full Time,Engineering & Manufacturing Department,4 Aug 2023,2.0,1.0,1.0,4.0,5.0,1.0,4.0,Freedom to take decisions,"No work life balance . It's completely People driven company and not a system level company .
Still whole organisation runs with Excel and ppt"
Deputy Manager,"Chennai, Tamil Nadu",Full Time,After Sales Service & Repair Department,4 Aug 2023,3.0,4.0,4.0,2.0,5.0,3.0,2.0,Culture is good and there is good job security.Work life balance is also okay,Salary hike and Promotions.No benchmarking with the industry.People are underpaid.
Project Manager Civil,Mumbai,Full Time,Construction / Manufacturing Department,3 Aug 2023,5.0,4.0,4.0,4.0,5.0,4.0,4.0,"On time appraisal
Flexi office time 
5 days a week office 
Job security","Little old school culture, now the things are changing with the new management. 
Some area/departments with office politics related to appraisal etc"
Hr Executive,"Chennai, Tamil Nadu",Full Time,Employee Relations Department,3 Aug 2023,5.0,5.0,5.0,5.0,1.0,5.0,1.0,Easy to mingle with everyone. I learn lot of things in HR domain related. I'm lucky to joined in Mahindra.,They are not encourage the team members.
Team Leader,Pune,Full Time,Production & Manufacturing Department,2 Aug 2023,3.0,4.0,4.0,2.0,4.0,4.0,1.0,"While working here, we are free to make decisions. I get to work in many new projects.",Here the future of team leader is very bad.It is better if you work as an operator instead.
Deputy Manager - Projects,Pune,Full Time,Engineering Department,2 Aug 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,There is nothing which you will like in this company. Only name is Mahindra else is of old Mohammad culture.,This company is worst to work with. Especially at MSPT. I will not recommend any one to join.
Enternship Trainee & Apprenticeship Trainee   (working remotely),,Full Time,Engineering Department,7 Aug 2023,5.0,2.0,1.0,1.0,1.0,5.0,1.0,The rule and regulations of maharashtra company are very good and they are very careful about payment timing and keep the working place very clean.,I find it very bad that the salary of the enternship trainee and apprenticeship trainee students is very low and there is no system to grow the trainee students in the company
Production Engineer,"Lalpur, Gujarat",Full Time,Production Department,9 Jul 2023,4.0,3.0,4.0,3.0,3.0,5.0,3.0,Mahindra  and Mahindra  company in good working in doing but this company not currently  doing a work  this company  for miss again join for this company  please can you required  me,Don't miss behavior  and don't  rule broken
Executive,Nagpur,Full Time,Procurement & Purchase Department,9 Jul 2023,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Skill development is easy with contact other team members,"Too much work , difficult to balance personal & professional life.
Culture is not good.
Not appropriate for work"
Assistant Manager,Mumbai,Full Time,Management Department,7 Jul 2023,4.0,5.0,4.0,3.0,5.0,5.0,3.0,"Collaborative Work Culture
Scope to implement new ideas","Less pay & increments
For same role employee hired from outside paid more than inside employee.
Failure to retain  talent hired from campus"
Premium Sales Executive,Uttar Pradesh,Full Time,BD / Pre Sales Department,5 Aug 2023,5.0,4.0,5.0,3.0,3.0,4.0,4.0,I was so lucky & happy with that tje worked in Car segment of Mahindra and Mahindra Ltd.,"During my job in Mahindra, when I saw that the service of Mahindra is very different from the rest of the company, because after taking the product the customer remains very worried about the service of the company."
Area Sales Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Retail & B2C Sales Department,0 Jul 2023,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1. Annual performance pay.,"1. Work Culture
2. No work life balance
3. Repetitive reports / Data
4. Working on weekends even though Saturdays are off."
Design Engineer,"Bangalore Rural, Karnataka",Contractual,Engineering & Manufacturing Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Very good working environment and seniors and managers treat us good.,"Pretty much everything is fine, so i don't find anything not to my liking."
Deputy Human Resource Manager And Business Partner,Pune,Full Time,HR Business Advisory Department,4 Jul 2023,5.0,5.0,5.0,4.0,5.0,4.0,4.0,"Excellent Learning Opportunities, great flexible work culture, Professional Management, Advanced HR practices, great team, Innovation and Creativity rewarded, clear demarcation of HR and IR","A little bit of political manouvering, pay lesser at starting level, being a small fish in a big pond"
Mechanical Engineer,Chennai,Full Time,Production & Manufacturing Department,2 Jul 2023,5.0,5.0,4.0,2.0,2.0,5.0,2.0,I have working in Mahindra and Mahindra Pvt Ltd Tractor Division Nagpur good knowledge in Production Department,I have searching for new job this company not parmanent opportunity
Quality Engineer,Mohali,Full Time,Quality Assurance and Testing Department,0 Jul 2023,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Notthing to like here they wasted my 5 year and my designation was still training or apprenticeship,"No regular job for shop floor employees.
No future because of no job security"
Diploma Engineer Trainee,Mohali,Full Time,Engineering Department,9 Jul 2023,2.0,1.0,2.0,1.0,1.0,1.0,1.0,Friendly cluture food very good,"Those with very poor management training keep on getting empty work done.  No worker has been confirmed since last 7 years.  Neither do salary increments.  The management keeps doing its hooliganism and if anyone tells them, they would have been thrown out of the company... Mahindra n Mahindra swraaj division Mohali punjab"
Assistant Manager Hr,"Guwahati, Assam",Full Time,Recruitment & Talent Acquisition Department,4 Jul 2023,4.0,4.0,4.0,3.0,5.0,5.0,3.0,"Good working culture 
Good infrastructure 
Good work life balance
Job security 
Stable organisation 
Employee centric policies","Slow decision making
Leaderships not easily approachable
Poor appraisal system"
Manager-customer Care,"Mohali, Punjab",Full Time,Service Delivery Department,2 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I feel independent to work so that have shown my skills and got recognition. Great organisation.,Medical facilities like insurance are not upto to mark.
Data Entry Operator,"Umarkhed, Maharashtra",Intern,Non Voice Department,1 Jul 2023,5.0,4.0,4.0,3.0,3.0,5.0,3.0,Working environment prepare by the Mahindra team. Way to work with the new intern is very good. They have great skilled and experienced people who always ready to improve the skills of their colleagues.,No.
Welder,"Pune, Maharashtra",Contractual,Engineering Department,0 Jul 2023,3.0,3.0,5.0,4.0,1.0,4.0,4.0,"I worked 2 months in Mahindra,here is some facilities like canteen,bus, timely duty,a little work stress.","In this company Mahindra job security is very poor.I worked in this company only 2 months and company's security guard tells me that,you take leave.We will call you when work come.now I am unemployed."
Associate Officer,Pune,Full Time,Back Office Department,9 Jul 2023,5.0,4.0,5.0,5.0,5.0,5.0,4.0,"In Mahindra you are not restricted only to your JD, you are free to explore & add value.",Alternate Saturday working is only thing I dislike about Mahindra.
Deputy Manager,"Mumbai, Maharashtra",Full Time,Other Department,8 Jul 2023,3.0,3.0,1.0,2.0,4.0,1.0,2.0,"Benefits given by company, Medical","Discrimination to North Indian people, No salary growth, average promotion takes 8-10 years."
Engineer -manufacturing.,"Bengaluru/Bangalore, Karnataka",Contractual,Engineering Department,4 Jul 2023,4.0,3.0,3.0,3.0,3.0,3.0,2.0,"Overall ratings is good in terms of product output 
Good Employees
Provide good CTC to staff employees having reference.
Strong core top management.","Top management pressurise lower management.like plant head is not good person.
Less benefits to lower management people
No appraisal, less benefits for employees, 
Work culture is poor for employees.
High blame games
Canteen food is not good.
Strict discipline 
Work satisfaction and skill development is minimal.
Most facilities are paid services."
Lead Design Engineer,Chennai,Full Time,Engineering & Manufacturing Department,4 Jul 2023,1.0,1.0,2.0,2.0,5.0,1.0,1.0,Before all benefits was good. Now a days nothing and no even hike is good,No work life balance. Too much stress and work load is increased by three times compared to pre covid times. Not good working culture
Commercial Executive,Mumbai,Contractual,Sales Support & Operations Department,4 Jul 2023,4.0,4.0,5.0,4.0,4.0,4.0,3.0,Work culture is very good. Its very good company in learning prospect.,Dont give chance to contractual employees to become permanent employee.
Manager (manufacturing Engineering),"Haridwar, Uttarakhand",Full Time,Engineering Department,3 Jul 2023,3.0,4.0,2.0,3.0,4.0,3.0,2.0,"alternate Saturday off. job security, time to time update as per market","no carrier growth plan, role and responsibility is not clear, hierarchy wise work is not defined."
Assistant Manager,"Surat, Gujarat",Full Time,Retail & B2C Sales Department,3 Jul 2023,4.0,4.0,3.0,3.0,4.0,4.0,3.0,Nice culture and proper work life balance totally depends upon manager under which you are working. So it is good as of now.,"Appraisal,increment and promotion is bad... Rest all the things are good."
Administration Manager,"Zahirabad, Telangana",Full Time,Administration Department,3 Jul 2023,4.0,5.0,5.0,4.0,4.0,3.0,3.0,"Empowerment to employee 
Trust on employee 
Great ethical organisation 
Excellent Employee welfare","Salary hike % are very low 
Pramotion process is very very slow 
Vendor selection and rate finalization process at SCC is slow, die to which organisation and self branding is spoiling"
Senior Engineer,Chennai,Full Time,Engineering Department,1 Jul 2023,2.0,1.0,2.0,2.0,3.0,2.0,1.0,Exposure to test concerns,"Poor growth and very less promotions.
Extremely poor work life balance.
Very poor policy on leaves. Only 22 days in year. No sick leave or casual leaves."
Team Leader,"Chennai, Tamil Nadu",Full Time,Engineering Department,1 Jul 2023,3.0,3.0,3.0,3.0,4.0,2.0,2.0,"Job security, Rising company and products are good.","Recommendation, relationship favours are more for promotion and recruitment, hardworking people's will do hardwork and gets nothing. The above mentioned are depends on different department and position. Associate and officer partiality, HR policy will change depends on person."
Sr Territory Manager,"Noida, Uttar Pradesh",Full Time,Enterprise & B2B Sales Department,1 Jul 2023,5.0,4.0,4.0,5.0,4.0,3.0,4.0,"Salary and perks , they provide whatever required by employee no issues of budget or limit",Long working hours and all 7 days engagement with work
Lead Engineer,"Chennai, Tamil Nadu",Full Time,Engineering & Manufacturing Department,1 Jul 2023,2.0,2.0,4.0,3.0,5.0,1.0,3.0,Great place to learn as the job requiresreal time working on the project and vehicle. Also everything is in house development.,Company culture has deteriorated significatly in past few years and regionalism favor can be seen easily.
Deputy Manager,"Zahirabad, Telangana",Full Time,Production & Manufacturing Department,9 Jun 2023,3.0,3.0,2.0,3.0,4.0,2.0,3.0,Top Management vision of Driving for Number 1 in Automotive sector,In Plants like Zaheerabd All Department heads got settled in same departments not allowing New Talents to grow bigger
Deputy Manager,Pune,Full Time,"Operations, Maintenance & Support Department",8 Jun 2023,2.0,2.0,2.0,4.0,4.0,1.0,3.0,salary on time,"if you in press maintenance department tools is not issued to you ...you have to face problem by begging the tools
direct reporting senior not listen such type of issue
they think magic is happen and the run line 75 % efficiency
washroom is dirty manangement worker use same washroom
transport system is poor daily bus change in your route without information
no skills in press team specially old production employee
if you coming to foreign mnc culture then it hard to survive here because of work culture specially in press shop...Read More"
Production & Quality Engineer,"Nagpur, Maharashtra",Full Time,Engineering & Manufacturing Department,7 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Timing of the shifts they provided womens security while 3rd shift they celebrate every little movements they encouraged the trainees work,The food was not that much good
Deputy Manager,Pune,Full Time,"Operations, Maintenance & Support Department",7 Jun 2023,2.0,2.0,1.0,4.0,4.0,2.0,2.0,"Job security, food,","Transport, shop level management mindset, production imp without quality safety, basic culture, working hours, general discussion"
Assistant Manager,Pune,Full Time,"Operations, Maintenance & Support Department",5 Jun 2023,1.0,1.0,5.0,3.0,5.0,1.0,3.0,You can lear managerial skills,"Worst working culture
Completly disturbed work life 
No time limit for out from office 
Over burden, multiple task in less staff 
Too much presentation and soft work involvement 
Too much politics 
Bad language uses to insult in meeting 
Every time meeting and new meetings added with no use, no time limit of meeting ending 
Senior target to junior for hiding his mistakes 
No support 
No HR’s support , can say no use of HR
Very bad quality food
No perks n benefits 
Very poor policy...Read More"
Junior Engineer Electrical   (working remotely),,Contractual,Engineering Department,0 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I work for this Maintenance department so HMI panel, All robotic servomotor for seven axis,. But, Two Robot AAB& FANUC  ROBOT so work for all seven axis  motor depends. All seven axis motor movement rotation working. And lie maintenance department to major problem handling to operator & not slove this operator problem to team this are problem slove.. Mahindra TUV 300& XUV 500 ALL FOUR WILLER BODY SHOP. line strat up to at timing now, 6.00am to all shop floor reading writing to this HMI panel & air pressure, so line end to so one man power to be one line manged. So end  timing about report subiited to team leader......Read More",No
Area Manager,"Mohali, Punjab",Full Time,Sales Support & Operations Department,0 Jun 2023,2.0,2.0,3.0,2.0,1.0,1.0,1.0,Earlier it was a great company to work but after corona it is not advisable to work,"No timing
Boss giri
Partialsim
Promotion based on face value and country head recommendation only
No work life balance
No system"
Assistant Manager Product Quality,Nashik,Full Time,Business Process Quality Department,9 Jun 2023,2.0,1.0,5.0,1.0,5.0,3.0,3.0,Job security,Long working hours. Poor resources like washroom for womens are very less and far away from work place. Poor job profile
Assistant Manager- Operational,"Haridwar, Uttarakhand",Full Time,Production & Manufacturing Department,8 Jun 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"Location wise its perfect.
Lithium ion battery line establishment.","Senior leadership is same since last 18 years like Rajesh Makkar & Shiromani Tripathi, need to change or shuffling to
 other plant."
Senior Test Engineer,Chennai,Full Time,Engineering & Manufacturing Department,5 Sep 2023,3.0,1.0,3.0,3.0,4.0,2.0,2.0,"Company Infrastructure
AC bus facility
MRV infrastructure","Work culture
4hrs travelling to reach working location
Poor Management"
Assistant Manager,"Pune, Maharashtra",Full Time,Production & Manufacturing Department,6 Jun 2023,2.0,1.0,1.0,2.0,4.0,1.0,1.0,There's an awful lot of job security like a government job. Although that same thing has made lots of useless and non deserving people reach higher positions for staying with the company for long periods of time.,"Bad work culture in plant. If you're working in Chakan plant, you'd be lucky to work for a dept like CME maybe. But even then the culture is so bad that your dept can be changed without any intimation and you'd have to work wherever they ask you to. The culture in Pickup Tcf assembly shop R block is literally the worst. Managers don't help In any way, only demand results and the results have to be the way they want it to and you cannot use your own skill or brain. Everyone has to only work the way few people want them to and if you don't then in R block the managers literally use cuss words on mother and sister over employees. They bully employees into submitting to their will and make them work like cats and dogs saying that it's a ""supposedly"" friendly environment. It's a total mess and you should not join the Chakan plant unless you're working in a standard dept like CME or SQE or maybe Vehicle Integration....Read More"
Assistant Manager - CDMM,"Pune, Maharashtra",Full Time,Component Development & Material Management  Department,4 Sep 2023,1.0,1.0,3.0,1.0,4.0,1.0,1.0,Flexible working hours & 5 days working. Although most Saturdays you have to work .,"Work culture,
Management 
Poor HR policies
No Promotions/salary growth even when sales are good
Managers take credit of all work done by O band emoloyees.
No technical awareness - Most managers doesnt understand basics of process.
Canteen food
No employee engagement activities."
Deputy Manager,Pune,Full Time,"Operations, Maintenance & Support Department",5 Aug 2023,3.0,3.0,3.0,2.0,4.0,3.0,3.0,Job Security is good,"People are not promoted since 6 to 8 years 
No body cares about them, Company need to review their policy regarding promotion of Deputy Manager to Manager"
Trainee,"Pune, Maharashtra",Part Time,Engineering Department,3 Jul 2023,5.0,5.0,4.0,3.0,3.0,4.0,3.0,Good taking knowledge about field and asking any deficult problem solving maximum as quickly.,"Proper planning and management quick decision and solve begest problem.
Work safety"
Assistant Manager,"Ahmednagar, Maharashtra",Full Time,Finance Department,6 Jul 2023,4.0,1.0,1.0,1.0,1.0,4.0,1.0,Company was good but the management are not good,No promotion no incriminate no job security good thing only the medical policy
Diploma Engg,Mohali,Full Time,Engineering Department,5 Aug 2023,3.0,3.0,2.0,1.0,1.0,4.0,1.0,Worker are good,Training period 5 year then diploma holder working under contractor. No scope for diploma holder no benifit and mohali management not good.  Don’t waste your time here and salary less
Purchase And Warehouse Manager,Pune,Full Time,Product Management - Technology Department,7 Sep 2023,5.0,5.0,3.0,5.0,5.0,4.0,5.0,Work culture is good,Nothing
Design Engineer,Pune,Full Time,Engineering Department,7 Sep 2023,3.0,2.0,2.0,3.0,3.0,2.0,2.0,None I want to mention,None I want to mention
Wst,Mohali,Full Time,Production & Manufacturing Department,7 Sep 2023,5.0,3.0,4.0,2.0,3.0,5.0,1.0,Yes I am like.,No Mahindra company culture is great 👍
Assistant Manager,"Jaipur, Rajasthan",Full Time,Operations Department,7 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bad management,Too much work pressure
Manager,"Chengalpattu, Tamil Nadu",Full Time,Procurement & Purchase Department,7 Sep 2023,5.0,3.0,4.0,4.0,5.0,5.0,4.0,"Employee care , even in covid situation no one is removed and no salary cut",Promotion is the only issue
Senior Engineer,"Chennai, Tamil Nadu",Full Time,Engineering & Manufacturing Department,7 Sep 2023,2.0,1.0,2.0,3.0,4.0,2.0,1.0,Job security,Lot of things to say
Graduate Trainee,"Pune, Maharashtra",Full Time,"Operations, Maintenance & Support Department",7 Sep 2023,4.0,5.0,5.0,4.0,3.0,5.0,3.0,System culture good and freedom to work,"1.Transpotation not good
2.Food was below average
3.Employee benifits was less"
Machine Operator,"Zahirabad, Telangana",Full Time,Production & Manufacturing Department,7 Sep 2023,5.0,5.0,3.0,4.0,5.0,5.0,5.0,Excellent,Job permanently and also salary increments
Deputy Manager,Mohali,Full Time,Procurement & Purchase Department,7 Sep 2023,3.0,1.0,4.0,3.0,5.0,3.0,3.0,Flexible working culture,"No clarity of work.
Each & every work having same priority"
Assistant Manager,Pune,Full Time,Testing Department,7 Sep 2023,3.0,3.0,3.0,5.0,5.0,3.0,2.0,Job security and salary,Cannot work at your decision. Need to take approval for even small things.
Junior Engineer,"Nashik, Maharashtra",Full Time,Engineering Department,7 Sep 2023,3.0,2.0,5.0,2.0,5.0,5.0,2.0,Company facility is good.,The management in the company puts a lot of pressure on the work. Stopping work overtime and non-payment of overtime. Not paying for work
Executive,"Haridwar, Uttarakhand",Full Time,SCM & Logistics Department,6 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Culture staaf salary etc,Nothing is bad here
Team Leader (Auto Sector Proto Build),"Chengalpattu, Tamil Nadu",Full Time,Proto build Department,7 Sep 2023,4.0,4.0,4.0,3.0,3.0,4.0,3.0,This company very super and then I proud of work opportunities,No
Production Supervisor   (working remotely),,Full Time,Engineering Department,6 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Hydraulic department tractor Mahindra good quality,Mahindra
Project Management Officer,"Jaipur, Rajasthan",Full Time,"Operations, Maintenance & Support Department",6 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I got to good experience from there,No negative feedback in my mind for this company.
Senior Manager,Pune,Full Time,SCM & Logistics Department,6 Sep 2023,5.0,5.0,4.0,4.0,4.0,4.0,2.0,Work life balance,Promotion policy applicable to Employees and is not applicable to HR
Assistant Area Manager,"Raipur, Chhattisgarh",Full Time,Sales Support & Operations Department,6 Sep 2023,4.0,3.0,3.0,4.0,3.0,3.0,4.0,Self empowerment,Culture of work
Senior Engineer,Chennai,Full Time,Engineering & Manufacturing Department,5 Sep 2023,2.0,1.0,1.0,2.0,4.0,2.0,2.0,Team is Good.,Huge workload
Senior Manager,"Mohali, Punjab",Full Time,Employee Relations Department,5 Sep 2023,4.0,5.0,3.0,4.0,5.0,4.0,3.0,Flexible work timing,"Nepotism, lack of ownership at senior level"
Industrial Engineer,"Dehradun, Uttarakhand",Full Time,"Operations, Maintenance & Support Department",4 Sep 2023,4.0,4.0,3.0,4.0,4.0,4.0,3.0,Gud to work,Growth is an issue
Store Executive,"Rudrapur, Uttarakhand",Full Time,Other Department,4 Sep 2023,5.0,4.0,4.0,4.0,2.0,5.0,2.0,Ower all staf well,Increment policy
Job Trainee,Mumbai,Full Time,Banking Operations Department,3 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Hi iam Farhan nanu Mahindra company lo job coming,Naku Mahindra company antha chala estam nanu zahirabed lo chayalunukoumthunanu
Deputy Manager,"Mohali, Punjab",Full Time,"Operations, Maintenance & Support Department",3 Sep 2023,3.0,3.0,3.0,3.0,4.0,2.0,3.0,Nothing to like,Mental pressure high
Deputy Manager,Nashik,Full Time,"Operations, Maintenance & Support Department",2 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing...,"No growth plan for employees.
Favourism during appraisal.
No work life balance."
Assistant Manager Operations,"Rudrapur, Uttarakhand",Full Time,Engineering Department,2 Sep 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Culture & policy is good,Nothing like that
Area Sales Manager,"Bhubaneswar, Odisha",Full Time,BD / Pre Sales Department,2 Sep 2023,1.0,4.0,2.0,2.0,2.0,1.0,1.0,Work pressure,Promotion. No growth path
Process Engineer,"Rudrapur, Uttarakhand",Full Time,Engineering Department,2 Sep 2023,4.0,5.0,5.0,1.0,4.0,5.0,1.0,Best Experience in this Company,No Salary Growth and Promotion.
Production Engineer Truck TCF,Pune,Full Time,Operations Department,2 Sep 2023,2.0,2.0,4.0,2.0,3.0,2.0,2.0,It's good for learning only.,It's not good for personal growth.
Line Engineer,"Jaipur, Rajasthan",Contractual,Production & Manufacturing Department,2 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,"This is totally wrost company,
This company can't follow the rules and regulations"
