Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Assistant Manager,"Haridwar, Uttarakhand",Full Time,Procurement & Purchase Department,2 Jul 2023,4.0,3.0,3.0,4.0,4.0,3.0,4.0,Good systems,No work life balance
Sinor Sales Manager,"Ahmedabad, Gujarat",Full Time,Sales Support & Operations Department,0 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent culture & Super environment,Nothing for change
Deputy Manager,Noida,Full Time,Lending Department,9 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All is well,Nothing was bad
Assistant Manager,Ghiloth,Full Time,"Operations, Maintenance & Support Department",2 May 2023,4.0,4.0,4.0,4.0,3.0,4.0,4.0,Good place to learning,"No job security, unwanted pressures"
Assistant Manager,Noida,Full Time,Engineering & Manufacturing Department,3 Jun 2023,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Nothing,"Dirty politics, no growth"
SENIOR EXECUTIVE STORE AND DISPATCH,"Neemrana, Rajasthan",Full Time,Stores & Material Management Department,1 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nice place good working all Stop help full,Like
Mechanical Design Engineer,Noida,Full Time,Engineering & Manufacturing Department,6 Jun 2023,5.0,4.0,1.0,3.0,3.0,3.0,3.0,Working environment is very good,Fghko
Assistant General Manager,"Indore, Madhya Pradesh",Full Time,Marketing & Communication Department,7 Apr 2023,5.0,4.0,2.0,5.0,5.0,4.0,4.0,Entrepreneurial things and learnings...,HR policies and employee oriented benefits
Assistant Manager,"Alwar, Rajasthan",Full Time,Accounting & Taxation Department,9 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great work place,Nothing every thing is good
Assistant Manager,"Chandigarh, Chandigarh",Full Time,Retail & B2C Sales Department,7 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything is Awesome ...,Not ..............
Deputy Manager,"Srinagar, Jammu & Kashmir",Full Time,Retail & B2C Sales Department,4 Apr 2023,4.0,4.0,3.0,4.0,3.0,4.0,4.0,The system of the company is good and is dealer friendly.,The targets given by the company are unrealistic which creates unnecessary pressure on the employee making it more difficult to survive
Deputy Manager,"Lucknow, Uttar Pradesh",Full Time,Sales Support & Operations Department,7 Aug 2023,5.0,4.0,2.0,4.0,4.0,4.0,4.0,Overall good place to work,Skill learning opportunities
Asm,"Rajkot, Gujarat",Full Time,Retail & B2C Sales Department,5 May 2023,1.0,1.0,1.0,3.0,1.0,1.0,1.0,Not at all,Work life & family life balance
Deputy Manager,"Jaipur, Rajasthan",Full Time,Construction Engineering Department,2 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work culture is very good.,Fast pace that we can not make work life balance.
Assistant Manager,"Surat, Gujarat",Full Time,BD / Pre Sales Department,3 Jul 2023,4.0,4.0,3.0,3.0,4.0,4.0,3.0,Good Work Culture Company,"Lots of Divisions, some times company focus was diverted."
Sales Executive,"Kanpur Nagar, Uttar Pradesh",Full Time,Enterprise & B2B Sales Department,7 Jun 2023,3.0,3.0,3.0,2.0,4.0,4.0,3.0,Good nature of company Heads,No
Assistant Manager,"Tada, Andhra Pradesh",Full Time,Finance Department,3 May 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Worst worst worst worst worst,Worst worst worst worst worst
Rural Sales Officer,"Akola, Maharashtra",Full Time,Sales Support & Operations Department,5 Aug 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Nothing ,need to improve",Everything is wrong with this company
Seles Officer,"Patna, Bihar",Full Time,Marketing Department,3 Jun 2023,5.0,5.0,5.0,3.0,5.0,5.0,4.0,Very good company,Very good company
Software Engineer,Haridwar,Full Time,Quality Assurance and Testing Department,4 Apr 2023,4.0,4.0,4.0,4.0,5.0,5.0,4.0,"In the electronics field ,havells works more and i am interested to jion havells",i have no reason to dislike havells
Senior Manager,Noida,Full Time,BD / Pre Sales Department,9 Feb 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"The positive environment, the flexible hours work culture, lunch provided by the brand itself.",Nothing as of now.
Assistant Manager,Baddi,Full Time,"Operations, Maintenance & Support Department",3 Jun 2023,5.0,5.0,3.0,5.0,4.0,3.0,4.0,Work life balance,Nothing  is concern
New Product Development Manager   (working remotely),,Full Time,Engineering & Manufacturing Department,7 Jun 2023,5.0,4.0,4.0,4.0,4.0,3.0,4.0,Great work place,Nothing dislike
Manager,"Dehradun, Uttarakhand",Full Time,Retail & B2C Sales Department,6 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good,Nothing dislike everything is fine
Senior Engineer In Quality,Neemrana,Full Time,Production & Manufacturing Department,2 May 2023,2.0,2.0,2.0,3.0,1.0,1.0,2.0,Some people,Everything everything everything everything everything
Assistant Manager,"Vijayawada, Andhra Pradesh",Full Time,Professional lighting  Department,1 Jun 2023,5.0,5.0,5.0,4.0,4.0,5.0,4.0,Simply Great place to work,Appraisal way only
Software Engineer,Noida,Full Time,Hardware Department,6 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,5.0,It good in all perspectives,There is no such
Area Service Head,"Bhubaneswar, Odisha",Full Time,Service Delivery Department,9 Mar 2023,5.0,4.0,3.0,4.0,5.0,4.0,4.0,"Timely fixed increment. 
Easy to share your opinions with management.",Nothing to dislike.
Assistant Manager,Noida,Full Time,Engineering & Manufacturing Department,7 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Work life balance
Helpful environment",Nothing
Quality Inspector   (working remotely),,Full Time,Quality Assurance and Testing Department,2 Jun 2023,5.0,5.0,5.0,5.0,2.0,5.0,1.0,Good,Koi dikkat nahi and good work
Area Sales Head,Raipur,Full Time,Retail & B2C Sales Department,2 Apr 2023,5.0,5.0,3.0,5.0,5.0,5.0,5.0,company culture and job security,Nothing specific that I could maintioned
Deputy Manager,"Raipur, Chhattisgarh",Full Time,Marketing Department,3 Jun 2023,5.0,3.0,4.0,5.0,3.0,5.0,5.0,One of the best electrcals company..,Nothing to say
Production Supervisor,Haridwar,Full Time,Production & Manufacturing Department,4 Aug 2023,2.0,2.0,4.0,4.0,4.0,4.0,4.0,So good work and company,No
Area Service Executive,"Visakhapatnam, Andhra Pradesh",Full Time,After Sales Service & Repair Department,6 Aug 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Okay Havells India Ltd company okay,Havells India Ltd
Marketing Manager,"Kochi, Kerala",Full Time,Marketing Department,0 Dec 2022,4.0,3.0,3.0,4.0,3.0,4.0,3.0,"- Learning at functional and personal level.
- Transparent Operations
- Balanced Work Life","- Office Politics
- Weaker Top Management at Local Level
- Not so Employee Friendly"
Senior Engineer,Noida,Full Time,Engineering Department,0 May 2023,4.0,3.0,4.0,4.0,4.0,4.0,4.0,Everything is good,Everything is good
Ecommerce Executive,Noida,Full Time,eCommerce Operations Department,9 Apr 2023,1.0,2.0,2.0,2.0,3.0,2.0,2.0,non,poor HR policies and laid back work culture
Deputy Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Retail & B2C Sales Department,5 Mar 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Havells is a very good Organisation where you Will be more exposed your self learning to new employment more division,No
Regional Business Manager,"Noida, Uttar Pradesh",Full Time,BD / Pre Sales Department,6 Mar 2023,4.0,5.0,2.0,4.0,4.0,3.0,3.0,"Work life balance. 
Systems n processes","Carreer growth is slow
Decision making is slow."
Senior Manager,"Jammu, Jammu & Kashmir",Full Time,Accounting & Taxation Department,0 Dec 2022,4.0,4.0,4.0,5.0,3.0,5.0,3.0,Respect is given to everyone.. No scolding or harsh words spoken.. Women are also respected and company has great focus on CSR,Appraisal process
Manager,"Kolkata, West Bengal",Full Time,Banking Operations Department,1 Feb 2023,5.0,5.0,4.0,5.0,5.0,4.0,4.0,"Co-ordinate, managers,help,flexibility and payment on time",Nothing  but few things need to change for better
Edm Machine Operator,Baddi,Full Time,Operations Department,5 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company,No good facilities
All Ready Asc Havells   (working remotely),,Full Time,Service Delivery Department,4 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Time to time salery payout 
360 day care 
Company support for employees",No
Microbiologist,"Haridwar, Uttarakhand",Full Time,"Customer Success, Service & Operations Department",4 Jul 2023,1.0,2.0,3.0,3.0,5.0,5.0,2.0,Yes,Havells is the best company
Dupty Manager,"Dehradun, Uttarakhand",Full Time,BD / Pre Sales Department,5 Jun 2023,4.0,5.0,4.0,4.0,4.0,5.0,4.0,Overall good thing in company,Nothing aa aa. Aa.
Supply Chain Planner,Noida,Full Time,SCM & Logistics Department,4 Jul 2023,5.0,4.0,5.0,5.0,5.0,5.0,4.0,Great Working Environment and Good Work Culture,Nothing Yet
Sales Trainer,New Delhi,Full Time,Retail & B2C Sales Department,5 Jun 2023,5.0,5.0,2.0,3.0,4.0,4.0,3.0,Supporting staff and Seniors,Yet to discover
Rso,"Udhampur, Jammu & Kashmir",Full Time,Enterprise & B2B Sales Department,0 May 2023,5.0,4.0,5.0,4.0,4.0,4.0,5.0,Very good culture,Nothing to sY
Assistant Manager Operations,"Neemrana, Rajasthan",Full Time,"Operations, Maintenance & Support Department",3 Jun 2023,4.0,4.0,5.0,5.0,4.0,1.0,3.0,"Team work,apprications,rewards,seniors support,good encriments",Working hours
RSO-Sales,Noida,Full Time,Sales Support & Operations Department,8 Jan 2023,3.0,3.0,5.0,2.0,3.0,3.0,1.0,Culture is good. You can learn so many things related to channel sales and about rd appointment.,Salary never increases
Assistant General Manager- Enterprise Business B2B,"Pune, Maharashtra",Full Time,Enterprise & B2B Sales Department,6 Mar 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything,Nothing.  It's a perfect company to start wirh at any stage of career.
Category Manager,Noida,Full Time,Procurement & Purchase Department,6 Feb 2023,4.0,4.0,3.0,3.0,3.0,3.0,3.0,"Being a part of central team ,Great learning opportunities in multiple products.",Less systematic.
Deputy Manager,"Chandigarh, Chandigarh",Full Time,Retail & B2C Sales Department,2 Mar 2023,3.0,3.0,2.0,3.0,3.0,3.0,2.0,"Pay scale
Expenses 
Company vision for future","Slow growth
Low increment
Unexpected growth"
Aso,Onlu Single Shop Fixed Me Jyoti Electronic Korba Chhattisgarh By ASM,Full Time,"BFSI, Investments & Trading Department",4 Jun 2023,5.0,1.0,1.0,3.0,1.0,3.0,2.0,It's big company and i am very small infront of them.,Bad behaviour by seniors
Fire And Safety Supervisor,Ghiloth Rajasthan,Contractual,Community Health & Safety Department,9 Mar 2023,3.0,3.0,5.0,3.0,5.0,5.0,5.0,Work experience good and good teem work and good safety quality productivity and great discipline👍,Salary
Executive,"Neemrana, Rajasthan",Full Time,Production & Manufacturing Department,7 May 2023,5.0,3.0,5.0,3.0,2.0,5.0,3.0,Havells good for staff,Havells not good for casual
Assistant Manager,"Neemrana, Rajasthan",Full Time,Management Department,0 Mar 2023,4.0,4.0,4.0,3.0,4.0,4.0,3.0,"All good. Good environment, healthy policy. Many things to learn",Nothing dislike here. Good company
Senior Manager,Noida,Full Time,,2 Jan 2023,3.0,4.0,3.0,4.0,3.0,3.0,3.0,Havells is good organization with good remuneration for all people.,Flexibility is not there. Punching system is not as per the time.
Assistant Manager,Lucknow,Full Time,Marketing & Communication Department,4 May 2023,3.0,3.0,2.0,2.0,2.0,2.0,2.0,Nothing,"TA/DA very less.
Non fulfillment of HR words"
Senior Engineer,Sricity,Full Time,Engineering & Manufacturing Department,2 Mar 2023,5.0,4.0,5.0,4.0,4.0,5.0,5.0,Is there working culture is good and work as a family.,Nothing everything good.
Quality Inspector,Ghiloth,Contractual,Quality Control Department,2 Nov 2022,5.0,4.0,5.0,3.0,3.0,5.0,3.0,"Havells is a group of leading company.its deals in electronic items like Ac ,fridge,washing machine, Led etc.
You can learn from here and also achieve the life goal.",It's having some rude policy on employee.
Assistant Manager,"Raichur, Karnataka",Full Time,Retail & B2C Sales Department,8 May 2023,4.0,4.0,3.0,4.0,3.0,4.0,4.0,It's Good to Work,managers
General Manager Sales,Noida,Full Time,Retail Store Operations Department,6 Jun 2022,5.0,4.0,4.0,4.0,4.0,4.0,4.0,"Havells encourages entreprenourship which is the biggest USP of Havells DNA. 
The comany does not have culture of tagets and works on 'Khelen Hum Jee Jaan se' concept which is 'Play to Potential'. 
Being an owner driven organization, as one would expect, has its own pluses and minuses; more pluses in case of Havells though.
All in all a great place to work indeed.",not much to dislike here once you get ingrained into the Havells philosopy and culture.
Deputy Manager,"Faridabad, Haryana",Full Time,Enterprise & B2B Sales Department,2 Jun 2023,4.0,3.0,3.0,4.0,4.0,2.0,3.0,Ability to explore new ventures,My immediate manager and corporate politics to large extent
Branch Service Manager,"Dehradun, Uttarakhand",Full Time,After Sales Service & Repair Department,9 Mar 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Very good work environment & Culture,9 hour work
Assistant General Manager Sales,Noida,Full Time,Operations Department,6 May 2023,2.0,1.0,1.0,4.0,1.0,1.0,1.0,Literally nothing,Huge politics within the organisation
Assistant,Baddi Himachal Pradesh,Full Time,Production & Manufacturing Department,4 Apr 2023,5.0,5.0,4.0,4.0,5.0,5.0,4.0,"Time to time salary
Good workingplace
All Staf Very Nice",No
Sales Officer,Lucknow,Full Time,Enterprise & B2B Sales Department,1 Jun 2023,5.0,1.0,4.0,5.0,5.0,5.0,5.0,Fild work & office work,Fild work &office wock
Manager Hr,"Ghaziabad, Uttar Pradesh",Full Time,HR Operations Department,4 Mar 2023,4.0,3.0,4.0,4.0,4.0,3.0,4.0,Overall Good,"Not sure, working environment is fair enough."
Datascience,Noida,Full Time,IT Security Department,1 Jul 2023,3.0,5.0,4.0,3.0,5.0,5.0,4.0,"Work life balance
Learning opportunities","Less growth opportunities
Less pay"
Area Head,"Kanpur, Uttar Pradesh",Full Time,Sales Support & Operations Department,7 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Overall great work place,No
Sr Executive,Noida,Full Time,Sales Support & Operations Department,4 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Culture is very good,No
Sales,Kolkata,Full Time,Enterprise & B2B Sales Department,3 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,3.0,The work culture,"There is disliking things in this company,"
Senior Production Engineer,Baddi,Full Time,Production & Manufacturing Department,2 Apr 2023,4.0,4.0,3.0,4.0,3.0,4.0,3.0,Good company & Good Mangement Team,No any point to Dislike
District Manager,"Ernakulam, Kerala",Full Time,Retail & B2C Sales Department,4 Apr 2023,4.0,4.0,2.0,5.0,3.0,3.0,4.0,Company gives very Good increments,Very hard to get promotion Slow growth
Joint General Manager,Sahibabad,Full Time,Management Department,8 May 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Overall it is great place to work,Nothing as such..
Senior Sales Executive,"Jaipur, Rajasthan",Full Time,Enterprise & B2B Sales Department,5 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Havells culture,its very good company
Dgm Sales And Marketing,Noida,Full Time,Sales Support & Operations Department,4 May 2023,4.0,3.0,3.0,4.0,4.0,5.0,4.0,"Clean, ethical company",bit slow paced & too much hierarchy
Assistant Manager,"Kolkata, West Bengal",Full Time,BD / Pre Sales Department,1 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Peaceful,Nothing to special words I have
Post Graduate Engineer Trainee [pget],"Bengaluru/Bangalore, Karnataka",Full Time,Software Development Department,6 Apr 2023,4.0,2.0,5.0,2.0,3.0,2.0,4.0,"SKILL DEVELOPMENT, WORK SATISFACTION, APPRAISAL","WORK LIFR BALANCE, SALARY, CULTURE"
Senior Sales Executive,"Guwahati, Assam",Full Time,Marketing Department,5 Mar 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Very Motivated company & very supportive company.,NA.
Deputy Manager Accounts,Srinagar,Full Time,Finance Department,7 Apr 2023,4.0,4.0,4.0,3.0,5.0,5.0,3.0,"Work culture, 
Office atmosphere",Appraisal
Sales & Marketing,"Mysuru/Mysore, Karnataka",Full Time,Enterprise & B2B Sales Department,1 May 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Working good,No problem
Rural Sales Officer,"Indore, Madhya Pradesh",Full Time,Marketing Department,8 Feb 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"COMPANY CULTURE, JOB SECURITY, PROMOTIONS",EVERYTHING IS GOOD
Manager-sales,Lucknow,Full Time,Solar Department,1 Apr 2023,3.0,3.0,1.0,5.0,1.0,3.0,2.0,Salary comes on time,"Internal politics are on high, person who deserves not getting appraisal. And inefficient person gets protection"
Deputy Manager,Baddi,Full Time,"BFSI, Investments & Trading Department",8 Apr 2023,5.0,4.0,5.0,5.0,4.0,4.0,5.0,Work culture is really good,Their is nothing specific to dislike
Manager,Noida,Full Time,Production & Manufacturing Department,8 Apr 2023,3.0,1.0,1.0,3.0,1.0,1.0,2.0,Perks,Ppt and excel only
Manager Project Sales,"Kanpur Nagar, Uttar Pradesh",Full Time,Enterprise & B2B Sales Department,0 Mar 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,GREAT ORGANIZATION WITH STRONG VALUES AND VISION.,No Rotation Policy.
Tool Room Engineer   (working remotely),,Full Time,Engineering Department,3 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company of fucher,No
First Aider,Haridwar,Part Time,Lending Department,3 Apr 2023,4.0,3.0,3.0,3.0,3.0,3.0,2.0,It's good company,Sinners behaviors not good there company
Deputy Project Manager,"Jodhpur, Rajasthan",Full Time,Enterprise & B2B Sales Department,7 May 2023,2.0,1.0,1.0,2.0,1.0,1.0,1.0,Nothing to mentioned,Already mentioned.
Management Trainee,New Delhi,Full Time,Marketing Department,8 Jul 2023,5.0,4.0,5.0,3.0,5.0,5.0,5.0,Good Good Good Good Good,Nothing Nothing Nothing Nothing Nothing
Deputy Manager,"Noida, Uttar Pradesh",Full Time,Engineering & Manufacturing Department,8 Dec 2022,3.0,3.0,1.0,4.0,3.0,3.0,3.0,Good work life balance,"Though salary is good facilities & perks are less, also office politics is more than work"
Service Engineer,"Patna, Bihar",Full Time,Service Delivery Department,7 Jan 2023,4.0,5.0,5.0,4.0,5.0,5.0,2.0,"Working in havells is good for work life balance, and company really think about the employees",Nothing
Deputy Manager,"Neemrana, Rajasthan",Full Time,Procurement & Purchase Department,4 Apr 2023,4.0,4.0,3.0,3.0,3.0,3.0,3.0,Good work life balance,No criteria for promoting
Sales Manager,Noida,Full Time,Sales Support & Operations Department,2 Apr 2023,4.0,4.0,3.0,4.0,3.0,4.0,4.0,Salary and benefits are on time,Nothing
Area Service Manager   (working remotely),,Full Time,Operations Department,7 Jun 2023,1.0,5.0,3.0,4.0,4.0,2.0,1.0,Good,Nothing dislike in havells
Deputy Manager,New Delhi,Full Time,Retail & B2C Sales Department,3 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Amazing team and very understanding managers. Great work life balance,Nothing till now
Deputy Manager,"Neemrana, Rajasthan",Full Time,Production Department,9 May 2023,5.0,5.0,3.0,5.0,5.0,4.0,5.0,Good company,No dis like
Senior Service Executive,Noida,Full Time,After Sales Service & Repair Department,2 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great working place,After 4 years not permanent
Manufacturing Engineer,"Baddi, Himachal Pradesh",Full Time,Helper Department,8 Feb 2023,2.0,1.0,1.0,2.0,1.0,1.0,1.0,I don't like this company,"Not Good salary, no agreement not good  canteen facilities of cl vacations etc more"
Assistant Manager,QRG Tower,Full Time,BD / Pre Sales Department,6 Jun 2023,4.0,3.0,1.0,4.0,4.0,4.0,3.0,Overall good,There is little politics
Senior Manager,"Kolkata, West Bengal",Full Time,BD / Pre Sales Department,4 Jan 2023,5.0,5.0,4.0,4.0,4.0,4.0,4.0,"Work life balance, weekly 2 days off, positive atmosphere, vibrant top management",Nothing as of yet
Rural Sales Officer,"Sindhudurg, Maharashtra",Full Time,Marketing Department,1 Aug 2023,4.0,5.0,5.0,1.0,2.0,4.0,1.0,Very like,Very like
Assistant Manager,Hyderabad/Secunderabad,Full Time,Retail & B2C Sales Department,5 Apr 2023,2.0,3.0,2.0,4.0,2.0,3.0,1.0,Company is very good but here politics,Reducing of newsense is creating good business
SALE OFFICE,"New Delhi, Delhi",Full Time,Retail & B2C Sales Department,6 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes i m working,no
Diploma Engineer Training,Alwar,Full Time,"Operations, Maintenance & Support Department",8 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good place for work,No
Production Engineer,"Haridwar, Uttarakhand",Full Time,Production Department,5 Apr 2023,3.0,3.0,3.0,2.0,4.0,3.0,3.0,The way they treat,There working
Assistant Manager,"Dehradun, Uttarakhand",Full Time,Retail & B2C Sales Department,6 Jan 2023,4.0,4.0,4.0,3.0,4.0,4.0,3.0,The management gives enough time to settle within,
Maintenance Manager,MIA Alwar,Full Time,,0 Sep 2022,2.0,2.0,1.0,4.0,1.0,1.0,4.0,"No late setting issue. 
Every one leave office at 5:00 pm
One Saturday off in a month. 
Flexible time on every Saturday.","Job security is zero.  
No system at all.  If you are from systematic company please  do not join Alwar plant but I can't say about other plants of Havells, may be they are good. 
Because you are not going to see system in Havells Alwar.  Majority are local and hates outsiders. They believe they are best and they think they have capability of plant head,  however they do not not know ABC of good system.   Some HOD's even do not know full form of TPM and JH, even though they thought they are so mature and have capability of Plant Head. 
But I believe in present Plant Head which has capability and potential to transform this unorganised plant. 
But same time need some HOD's from good systematic  organisation who can help Plant Head to transform this Lala type plant to world class plant. 
HR policies for worker are very pathetic. They treat them like slaves....Read More"
Product Head   (working remotely),,Full Time,Retail & B2C Sales Department,3 Aug 2022,4.0,2.0,1.0,2.0,4.0,2.0,1.0,Havells is strong Brand in Market with it's quality products. Purely dealer oriented company.,"Organisation doesn't have price control on products compared with online and Retails that impacts on his business.
Not good for employees as per very low job satisfaction. No family life due to huge pressure   on Sales..."
Joint General Manager,Noida,Full Time,Marketing Department,8 Jan 2023,5.0,5.0,5.0,5.0,4.0,5.0,4.0,One of the beat of class company in electrical to work for in India,Nothing
Tm Developer,"Satna, Madhya Pradesh",Full Time,Sales Support & Operations Department,9 Jan 2023,4.0,4.0,4.0,3.0,3.0,4.0,3.0,Skill and development very good and company culture is very good,"Salery ,job security, promotion"
Area Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Retail & B2C Sales Department,6 Apr 2023,5.0,4.0,4.0,3.0,5.0,5.0,5.0,Good in terms of opportunities and learning,Not specific
Male Staff Nurse,"Alwar, Rajasthan",Full Time,Human Resources Department,6 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good work,Good Experience
Assistant Manager,"Alwar, Rajasthan",Contractual,Quality Assurance and Testing Department,7 Feb 2023,5.0,4.0,4.0,4.0,3.0,4.0,4.0,Good infrastructure and great place to work,Nothing to say special in dislike
Branch Commercial Head,"Bengaluru/Bangalore, Karnataka",Full Time,Finance Department,5 Feb 2023,4.0,4.0,3.0,4.0,4.0,4.0,3.0,"Great experience 
Organization Policies and Plans are well",Keep on transfer is the concern
Executive,"Raipur, Chhattisgarh",Full Time,Operations Department,3 Jan 2023,4.0,5.0,5.0,4.0,4.0,5.0,4.0,Working culture is most important,Nothing dislike about havells
Dy. Manager Qaqc,Neemrana,Full Time,Production Department,7 Mar 2023,5.0,5.0,4.0,4.0,4.0,4.0,4.0,Work culture is good.,Nothing. Almost everything is ok
Manager,"Kolkata, West Bengal",Full Time,Retail & B2C Sales Department,2 Jan 2023,3.0,4.0,2.0,3.0,4.0,4.0,2.0,Job security and brand value,"Promotion and employee benefits, career growth"
Manager Franchisee Business,"Bengaluru/Bangalore, Karnataka",Full Time,Retail Store Operations Department,8 Jun 2023,5.0,3.0,2.0,4.0,4.0,2.0,4.0,"Salary, job security","Work satisfaction, work culture"
Assistant Manager,"Noida, Uttar Pradesh",Full Time,Engineering & Manufacturing Department,1 Nov 2022,4.0,5.0,3.0,4.0,1.0,3.0,3.0,Learning the work culture and atmosphere of a MNC like big company... Discussion with vendors.,Job security. No pay parity. A freshmen senior engineer can be earning more than an experienced Deputy manager.
Service Incharge,"Chennai, Tamil Nadu",Full Time,After Sales Service & Repair Department,6 Mar 2023,5.0,5.0,1.0,5.0,4.0,3.0,1.0,Work life balance,No promotions
Deputy Manager,"Chennai, Tamil Nadu",Full Time,Marketing Department,5 Feb 2023,3.0,1.0,1.0,2.0,4.0,1.0,3.0,Lot to learn,But the systems was not good and culture was bad
Semi Urban Distribution Head,Noida,Full Time,Enterprise & B2B Sales Department,6 May 2023,5.0,5.0,3.0,4.0,4.0,5.0,3.0,Good to learn,Internal politics
Assistant General Manager Sales & Marketing,"Noida, Uttar Pradesh",Full Time,Marketing Department,4 Apr 2023,5.0,5.0,1.0,3.0,3.0,4.0,3.0,Work life balance,Slow growth
Deputy Manager,"Anand, Gujarat",Contractual,Marketing Department,0 Dec 2022,5.0,3.0,3.0,4.0,5.0,5.0,4.0,It's good Company...🙏🙏,Company will Convert in numbers Game
Supervisor 1,"Alwar, Rajasthan",Full Time,SCM & Logistics Department,0 Dec 2022,5.0,5.0,5.0,5.0,2.0,5.0,4.0,"I am impressive in environments and 5s 
Very good learning experience",Not for job on roll
It Professional,Noida,Contractual,IT Infrastructure Services Department,6 Apr 2023,4.0,4.0,3.0,3.0,4.0,3.0,3.0,Job security and work-life balance,not like the typical software company. Manufacturing is in the DNA of the  company
Ppc Executive,Neemrana,Full Time,Production planning  Department,9 Mar 2023,5.0,2.0,5.0,1.0,5.0,5.0,2.0,Excellent,No Any question to put there
Area Sales Manager   (working remotely),,,Retail & B2C Sales Department,8 Feb 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Yes , i working with Havells","No experience, about this company"
Branch Head Product,Dehradun,Full Time,Enterprise & B2B Sales Department,4 Jun 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"There is a lot of internal politics. Branch head always favouring a guys his name is Lavi Agarwal don't know what is the relation between them 
Past 3 years more then 10 employees has been resigned due to his behaviour. No one spent more then 1 Year with Lavi Agarwal.
But don't know, how company not monitoring the same.","Parity between the employees ,
Branch head always thinking about the employees those are from Airtel ( 3 Employees)
Bad culture specially Dehradun Branch just becouse of Lavi Agarwal he is very close to Branch Manager"
Lab Incharge,"Sri City, Andhra Pradesh",Contractual,Engineering & Manufacturing Department,8 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very Good company 👍,Never
Rural Sales Officer (rso),Pan UP,Full Time,Marketing Department,0 Feb 2023,3.0,3.0,4.0,3.0,4.0,4.0,3.0,It's a multinational company,Working in rural areas and salary issue.
Service Engineer,"Aurangabad, Maharashtra",Full Time,After Sales Service & Repair Department,8 Feb 2023,5.0,4.0,3.0,4.0,3.0,4.0,3.0,prompt working and company taking seriuse every clint/costomer. i like that,no resone
Team Lead,"Kolkata, West Bengal",Full Time,Software Development Department,5 Jan 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Very bad as a company,Very bad culture
Assistant Manager,"Jaipur, Rajasthan",Full Time,Retail & B2C Sales Department,4 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great work of place,No dislikes
Commercial Head,"Kanpur, Uttar Pradesh",Full Time,Finance & Commercial Department,8 Jan 2023,5.0,5.0,4.0,5.0,5.0,4.0,5.0,Havells India Ltd fast moving electrical company,No
Team Leader,Kajurmarg,Full Time,Marketing Department,3 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Wonderful experience very supportive maneganet,One can have long terms service at havells..very good company for ok ne can want stability in job
