Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Engineer,Hyderabad/Secunderabad,Full Time,Management Department,7 Sep 2023,2.0,1.0,1.0,2.0,5.0,1.0,2.0,Job security,"1.There is no system followed in this company.
2. There is no recognition for low level staff 
3. There is no procedures and systems followed in daily and monthly plan.
4.there is no place for talent only needs is relationship with high level staff."
Lead Visual Merchandiser And 3D Designer - DM,Gurgaon/Gurugram,Full Time,Marketing Department,1 Sep 2023,1.0,3.0,1.0,3.0,1.0,1.0,3.0,"1. Good appraisal 
2. Good work life balance","1. Abusive senior leadership
2. No vision
3. Long process to execute work
4. Project goes on and on for 2-3 years"
Senior Territory Manager,"Navi Mumbai, Maharashtra",Full Time,Enterprise & B2B Sales Department,0 Aug 2023,1.0,1.0,3.0,3.0,1.0,1.0,1.0,very very good usha international ltd campany  but Staff very ghatiya,"The staff in Usha International Ltd. are full of jokes, no one should work in Usha International"
AGM (National Product Head) - AC & REFRIGERATION DIVISION,Gurgaon/Gurugram,Full Time,Lending Department,0 Aug 2023,4.0,3.0,3.0,4.0,4.0,4.0,4.0,"The company has undergone sea change since I left, and so my assessment of the company may not reflect the true picture as it exists today for this company.
It is a very well structure company. The processes were well defined.
It is a multi divisional company, and has got quite a big basket of products.","Although the policies and processes were well defined, but exceptions were quite rampant.
In case of appraisals also the personal biases were not checked effectively."
Sales Manager,Hyderabad/Secunderabad,Full Time,Enterprise & B2B Sales Department,2 Aug 2023,4.0,4.0,2.0,3.0,4.0,3.0,3.0,Present situation is not good company is facing losses and losing market share,No marketing activities no new products development and don't follow market trend prices are high
Senior Management,Gurgaon/Gurugram,Full Time,Sales Support & Operations Department,2 Aug 2023,4.0,5.0,3.0,4.0,5.0,4.0,4.0,"Great for job security, work life balance, it is a very much a people driven organization. If you are not in sales or marketing, usha international is one of the great companies to work for if you want to have a steady life","Extremely slow in business decision making, lack of democratic decision making as it is a fully promoter driven organization, if your business is not in the focus of the promoter no matter how much energy, time and focus  you try to bring, nothing will move. Senior management hardly has any say in marketing, category, brand building activities."
Vice President,Gurgaon/Gurugram,Full Time,Other Department,9 Aug 2023,3.0,4.0,3.0,4.0,2.0,4.0,2.0,The overall company culture is good,"Leadership is filthy with no clarity on company vision and thus very fragile. Company is bleeding as making only losses for over a decade now. No concrete measure initiated till now.
Therefore, the stability and business consistency in a cause of great concern for Usha."
Helper,"Hyderabad/Secunderabad, Telangana",Full Time,"Operations, Maintenance & Support Department",3 Aug 2023,1.0,1.0,1.0,1.0,1.0,4.0,3.0,"Environmental,plant, canteen, infrastructure , colleges,payment timming of salary","Salary, management,rules, work related pf transactions, management over acting as they are ruling whole world"
Territory Sales Manager,"Indore, Madhya Pradesh",Full Time,Sales and marketing management  Department,8 Jul 2023,5.0,4.0,5.0,4.0,4.0,5.0,4.0,"Skill development and learning program like traning , qus and ans by I learn app it's too good for better understanding for Sales and product education",Work life balance is little bit chalangin.
Area Manager,Mumbai,Full Time,After Sales Service & Repair Department,0 Jun 2023,1.0,1.0,1.0,1.0,3.0,1.0,2.0,This co is now going down day by day. Don't expect big future here.,No future no work life balance no family life no support from co old system.
Deputy Manager,"New Delhi, Delhi",Full Time,Retail & B2C Sales Department,2 Jul 2023,3.0,4.0,5.0,3.0,5.0,5.0,1.0,"Management is very helpful and be there for you at every step. They will support at every instance, but approvals takes hell of time and by the time they approve price, deal gets to the competition.","Pricing approvals
No smooth lineup for privacy."
Sales Executive,"Indore, Madhya Pradesh",Full Time,BD / Pre Sales Department,7 Sep 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Company culture is very good senior are very supportive.we learn lost of thing about product and market,Nothing to dislike in this company
Regional Training Manager,Gurgaon/Gurugram,Full Time,Corporate Training Department,2 Sep 2023,5.0,5.0,4.0,3.0,4.0,4.0,4.0,"Good policy, working culture",Less appraisal
Sales Executive,"Kolkata, West Bengal",Full Time,Retail & B2C Sales Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Good Company.. Every parsen Good .,No Promotion
Senior Manager,Gurgaon/Gurugram,Full Time,Accounting & Taxation Department,1 Sep 2023,3.0,4.0,3.0,2.0,4.0,2.0,2.0,Work life balance,"No good increments 
lot of red tapism
very ancient policies
very behind on employee welfare"
Deputymanager-it,"Guwahati, Assam",Full Time,Technology / IT Department,8 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Excellent company for long term job,No dislikes
GIP,"Noida, Uttar Pradesh",Full Time,Other Department,6 Sep 2023,2.0,3.0,4.0,3.0,4.0,5.0,1.0,I've worked with Usha retail for around 3.5 years but they didn't raised my salary.,Didn't raise my salary
Sales Officer   (working remotely),,Full Time,Other Department,6 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good products branding is good,But late process
Assistant Manager,Hyderabad/Secunderabad,Full Time,Business Process Quality Department,2 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company,No comment about company
Senior Manager Finance & Accounts,Hyderabad/Secunderabad,Full Time,Accounting & Taxation Department,1 Sep 2023,4.0,4.0,3.0,3.0,5.0,4.0,3.0,Good Secure job,Appraisal not come in time
SENIOR RURAL BUSINESS OFFICER,"Jaisalmer, Rajasthan",Full Time,Sales Support & Operations Department,1 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Managerial culture and yes sir , yes boss culture",Travel policy and politics
Spare Parts Store Incharge,Jaipur,Full Time,After Sales Service & Repair Department,0 Aug 2023,3.0,5.0,2.0,2.0,3.0,2.0,2.0,Nothing for job Best,Not working culture
Territory Manager,Gurgaon/Gurugram,Full Time,Retail & B2C Sales Department,1 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working culture / Working Freedom / Culture employee oriented,Nothing
Senior Service Technician,"Bangalore Rural, Karnataka",Full Time,After Sales Service & Repair Department,9 Aug 2023,5.0,5.0,5.0,4.0,5.0,5.0,3.0,"I am glad to work here,Good company supportive managment and staffs.",Appraisal
Senior Officer,Hyderabad/Secunderabad,Full Time,Engineering & Manufacturing Department,8 Aug 2023,4.0,3.0,3.0,3.0,3.0,4.0,3.0,Work culture is good at,Salary and hikes are average
Territory Manager,Gurgaon/Gurugram,Full Time,Enterprise & B2B Sales Department,8 Aug 2023,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Nice place to learn,Nothing
Sales Executive,"Jaipur, Rajasthan",Full Time,Retail & B2C Sales Department,7 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,I am not working at present
Territory Sales Manager   (working remotely),,Full Time,Enterprise & B2B Sales Department,6 Aug 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Work life balance is good,Slow process for everything
Area Sales Manager,Mumbai,Full Time,Sales Support & Operations Department,5 Aug 2023,3.0,1.0,3.0,1.0,5.0,2.0,3.0,Company HR is supportive and Helps in improvement of employees.,Pay against work is not satisfactory.
Dy. Manager,Gurgaon/Gurugram,Full Time,Stores & Material Management Department,3 Aug 2023,3.0,3.0,1.0,3.0,4.0,3.0,2.0,Job security,Appraisal not given on time
Inshop Sales Promoter,"Goregaon, Maharashtra",Full Time,Retail & B2C Sales Department,2 Aug 2023,5.0,5.0,4.0,4.0,4.0,4.0,3.0,good work Life culture,good evriting
Sales Manager,Lucknow,Full Time,Enterprise & B2B Sales Department,0 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Very good company for working and growing and as EMPLOYEE HR Policy,No such observation
Senior Accounts Officer,Gurgaon/Gurugram,Full Time,Finance Department,0 Aug 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0,This is the best company for employees,Appraisal
Territory Manager,Jaipur,Full Time,Retail & B2C Sales Department,1 Aug 2023,4.0,3.0,5.0,4.0,4.0,5.0,3.0,Good culture in the company,Currently working with same here.
Senior Territory Manager,"Gurgaon/Gurugram, Haryana",Full Time,Enterprise & B2B Sales Department,2 Aug 2023,5.0,3.0,5.0,4.0,4.0,3.0,3.0,Learning culture,Work life balance is 0 for a sales person!!
"Category Manager, National BTL",Gurgaon/Gurugram,Full Time,Marketing Department,0 Aug 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Open work culture,"As of now, nothing is there"
Electrical Officer,Kolkata,Full Time,Other Department,9 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes now intersection,Help us know a big more about Usha
Senior Engineer Mechanical,"Haridwar, Uttarakhand",Full Time,Business Process Quality Department,9 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Usha is perfect industry for employe,Not for dislikes
Duty Manager,Gurgaon/Gurugram,Full Time,Production & Manufacturing Department,8 Aug 2023,5.0,4.0,4.0,4.0,4.0,4.0,4.0,skill development & learning,nothing
Regional Manager,"Bengaluru/Bangalore, Karnataka",Full Time,Retail & B2C Sales Department,7 Aug 2023,5.0,5.0,4.0,4.0,4.0,4.0,4.0,As a brand,Few seniors most colleagues
Community Health Officer,"Lakhimpur, Uttar Pradesh",Full Time,Back Office Department,8 Aug 2023,1.0,5.0,5.0,5.0,5.0,5.0,5.0,Hamen Usha International company mein work karna bahut Achcha lagta hai isliye company mein apply kiya hai,Company working purpos
Senior Service Associate,Gurgaon/Gurugram,Full Time,Back Office Department,5 Aug 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Salary comes on time,Not good working environment
Accounts Manager,Gurgaon/Gurugram,Full Time,Accounting & Taxation Department,5 Aug 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Pressure is more likely these days,Salary is too low as per the industry
Customer Service Manager,Gurgaon/Gurugram,Full Time,Service Delivery Department,4 Aug 2023,4.0,3.0,5.0,5.0,5.0,3.0,4.0,"Working environment , 
Good brand","Time management 
Policy"
Sales Officer,"Visakhapatnam, Andhra Pradesh",Full Time,Marketing Department,3 Aug 2023,5.0,5.0,4.0,5.0,5.0,4.0,5.0,I like usha international ltd,Growth is very low
Asst. Regional Manager - Institutional Sales,Gurgaon/Gurugram,Full Time,Enterprise & B2B Sales Department,2 Aug 2023,5.0,5.0,5.0,4.0,4.0,5.0,3.0,Salary on time. Support staff is cooperative. No daily office reporting.,"Old policies. Late increments. No R&D team. Followers, not trendsetter."
Territory Sales Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Retail & B2C Sales Department,1 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything is good,Everything is good
Senior Design Engineer,Hyderabad/Secunderabad,Full Time,Engineering & Manufacturing Department,9 Jul 2023,4.0,5.0,4.0,3.0,5.0,4.0,4.0,Work life balance is good,Don’t want to tell anything
Deputy Sales Manager,Kolkata,Full Time,After Sales Service & Repair Department,3 Sep 2023,1.0,2.0,2.0,2.0,2.0,1.0,1.0,Nothing,Horrible division never work for this compny
Retail Store Manager,Jaipur,Full Time,Retail Store Operations Department,8 Jul 2023,5.0,5.0,3.0,4.0,5.0,5.0,5.0,Priorities Employee's value.,Lack of Learnings and development.
Deputy Sales Manager,"Bengaluru/Bangalore, Karnataka",Full Time,Retail & B2C Sales Department,7 Jul 2023,5.0,5.0,5.0,4.0,4.0,5.0,5.0,"Good work culture, Friendaly boss",Nothing to mention
Spares Parts Supervisor,Hyderabad/Secunderabad,Full Time,Service Delivery Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I am liking from the warehouse working style from Usha information Limited,I am not interested from the account from Usha International Limited
Data Entry Operator   (working remotely),,Part Time,Back Office Department,4 Jul 2023,4.0,4.0,1.0,4.0,5.0,4.0,4.0,Its awesome working for usha international,Nothing
Assistant Manager,Patna,Full Time,Operations Support Department,9 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Everything is good except carrier growth,Old company policies
Quality Engineer,"Sonipat, Haryana",Full Time,Production & Manufacturing Department,3 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Usha company is best companies,No
Sr.territory Manager,Lucknow,Full Time,Other Department,3 Jul 2023,5.0,5.0,5.0,4.0,5.0,5.0,3.0,Employees Orianted company. Best working culture  .,Low promotion
Salesman,"Omalur, Tamil Nadu",Full Time,Other Department,0 Jul 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,They give many opportunities for development,nothing I only look forward to seeing the positive
Mechanical Engineer,Overall,Full Time,Engineering Department,0 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Company policy is good,Some time policy is not proper.
Assistant Sales Manager,"Ahmedabad, Gujarat",Full Time,Retail & B2C Sales Department,9 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Company culture and work life balance,Nothing
Sales And Marketing Executive,"Jammu, Jammu & Kashmir",Full Time,Lending Department,8 Jul 2023,5.0,5.0,4.0,4.0,3.0,4.0,3.0,Learing new technique how to create sales and my tsm asm rsm always supporting,Nothing
Assistant Sales Manager,Kolkata,Full Time,Retail & B2C Sales Department,7 Jul 2023,3.0,4.0,2.0,4.0,1.0,2.0,1.0,No Comments,The behavior of the senior management personnel and internal politics
Regional Product Manager,Gurgaon/Gurugram,Full Time,BD / Pre Sales Department,6 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work culture is best and friendly environment,Nothing as such. No pressure
Territory Manager,"Goregaon, Maharashtra",Full Time,Sales Support & Operations Department,6 Jul 2023,4.0,4.0,4.0,4.0,4.0,5.0,4.0,Good company to work here,Nothing to dislike here
Territory Sales Manager,"Kolkata, West Bengal",Full Time,Enterprise & B2B Sales Department,5 Jul 2023,4.0,4.0,4.0,3.0,5.0,4.0,2.0,Work life balance,Appraisal and increments are very poor.
Territory Manager,"Mumbai, Maharashtra",Full Time,Enterprise & B2B Sales Department,5 Jul 2023,4.0,4.0,5.0,3.0,4.0,4.0,3.0,"Learning, micro management",Salary is less
Regional Sales Manager,"New Delhi, Delhi",Full Time,BD / Pre Sales Department,2 Jul 2023,4.0,5.0,5.0,4.0,4.0,4.0,4.0,Work culture/Sr Management focus towards employee and his development,Unbalanced employee in different division
Senior Manager,Gurgaon/Gurugram,Full Time,Accounting & Taxation Department,1 Jul 2023,5.0,3.0,5.0,5.0,5.0,3.0,2.0,"Brand,is well known","Autocratic, no autonomy, top driven"
Territory Manager,"Siliguri, West Bengal",Full Time,Other Department,4 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All over Work And Company Profile,Nothing
Deputy Manager Sales,"Lucknow, Uttar Pradesh",Full Time,Retail & B2C Sales Department,9 Jul 2023,4.0,4.0,3.0,3.0,4.0,4.0,3.0,Job security & working culture is 👍,"SOME OLD EMPLOYEES SENIOR ARE BEHAVE VERY RUDLY (POLLY MUKHERJI, PUPMS UP RM)"
Direct Sales Executive,"Indore, Madhya Pradesh",Full Time,Sales Support & Operations Department,9 Jul 2023,5.0,5.0,4.0,3.0,3.0,4.0,2.0,Good company for job,Nothing to say.
Team Manager,Gurgaon/Gurugram,Full Time,IT Consulting Department,8 Jul 2023,5.0,5.0,4.0,4.0,4.0,4.0,3.0,Five day working,Nothing is for dislike
Advertising Representative   (working remotely),,Full Time,Advertising & Creative Department,9 Jul 2023,5.0,4.0,5.0,4.0,5.0,5.0,5.0,I was an employee of Usha company but now I am an advertiser so I want to work for Usha company,Time 😧
Product Incharge,Delhi NCR,Full Time,Marketing Department,4 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Every thing is good,Nothing is dislike
Showroom Officer At The Level Of Assistant Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Marketing Department,3 Jul 2023,4.0,4.0,5.0,3.0,5.0,5.0,3.0,Overall is good from the company,Nothing have to share required to change my Job to Trade marketing
Quality Inspector,Gurgaon/Gurugram,Full Time,Quality Assurance and Testing Department,2 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nice corporate group caring for employees,Leave policy is very less
Area Manager   (working remotely),,Full Time,Sales Support & Operations Department,9 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,A great work culture company. Healthy work atmosphere,Nothing
Area Sales Manager,"Motihari, Bihar",Full Time,Marketing Department,9 Jun 2023,5.0,5.0,5.0,4.0,4.0,4.0,4.0,"Many segments of fan help me to increase sale quentity, and pay salary and incentives on time",Nothing
Assistant Manager,Gurgaon/Gurugram,Full Time,Marketing Department,9 Jun 2023,4.0,3.0,5.0,3.0,4.0,4.0,3.0,I like that Job security,I dislike Appraisal
Deputy Manager,"Pune, Maharashtra",Full Time,"Operations, Maintenance & Support Department",8 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Good Company,"Politics , Office was not there in pune"
Territory Manager,"Patna, Bihar",Full Time,Retail & B2C Sales Department,7 Jul 2023,5.0,5.0,5.0,5.0,4.0,5.0,4.0,Well culture for working all senior are very positive mindset,Nothing to dislikes
Senior Territory Manager   (working remotely),,Full Time,Enterprise & B2B Sales Department,7 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Friendly working nature..,Surren decisions  of job resign
Sales Manager,"Bhubaneswar, Odisha",Full Time,BD / Pre Sales Department,7 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company and good work culture,Everything is good
Territory Sales Manager,Sector 5,Full Time,Enterprise & B2B Sales Department,2 Jun 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0,"Work life balance, team support,salary on time, free learning option through online courses.",Till now nothing.
Talent Acquisition Executive   (working remotely),,Full Time,"BFSI, Investments & Trading Department",1 Jun 2023,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Good,The company is good
Manager,"Gurgaon/Gurugram, Haryana",Full Time,After Sales Service & Repair Department,1 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good one excellent work condition,Nothing important all good
Master Technician,"Chennai, Tamil Nadu",Full Time,After Sales Service & Repair Department,1 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good very free dom,Nothing
Territory Sales Manager,"Goregaon, Maharashtra",Full Time,BD / Pre Sales Department,9 Jun 2023,4.0,4.0,4.0,3.0,5.0,4.0,4.0,"Supportive Nature, Well To Well Appreciated & Mainly They Believe In Team Work",Not Applicable
Sales Executive,Jaipur,Full Time,Marketing Department,8 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Usha company is a good company,Nothing's
Territory Manager,"Indore, Madhya Pradesh",Full Time,Retail & B2C Sales Department,8 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Company ethics is very good for social invairment,Nothing
Cnc Operator,"Faridabad, Haryana",Full Time,Construction / Manufacturing Department,8 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Feelling good , I have 5 years experience in Usha",Nothing to say ..
Regional Head HR North (HRBP),Lucknow,Full Time,HR Business Advisory Department,4 Sep 2023,5.0,4.0,3.0,3.0,4.0,4.0,3.0,Deligation & Freedom at work,"Learning Opportunities 
New Roles
Slow Growth"
Senior Rural Business Officer,"Lucknow, Uttar Pradesh",Full Time,Enterprise & B2B Sales Department,1 Sep 2023,4.0,3.0,4.0,3.0,5.0,4.0,3.0,Work Environment.,Internal issues are very disgusting.
Assistant Manager,"Pune, Maharashtra",Full Time,Retail & B2C Sales Department,0 Sep 2023,3.0,1.0,3.0,2.0,2.0,2.0,3.0,Company is good MD sir  unaware about the ground  reality,If you work under secondary then you in big lose mostly in Tisva lighting division
Senior Territory Manager,Gurgaon/Gurugram,Full Time,Enterprise & B2B Sales Department,1 Jul 2023,3.0,3.0,3.0,2.0,3.0,3.0,2.0,No comment on this.,No comment on this.
Accountant,Gurgaon/Gurugram,Full Time,Accounting & Taxation Department,9 May 2023,3.0,1.0,4.0,4.0,4.0,3.0,2.0,"Job security
Ample opportunity for Learning","particularly in account payable dept you wl have to beg for leaves even if you get leave G.M. payable will ask you to work.
Lots of Old Employees in Company who don't want to change even in this era of digital every payment is made in Physical Copies."
Territory Manager,"Zirakpur, Punjab",Full Time,Retail & B2C Sales Department,3 Jun 2023,5.0,2.0,5.0,5.0,5.0,5.0,5.0,"Company has too good 
It's culture learning many much more to their employees 
M happy to working in the company",Some senior employes harras their junior level employes
Store Manager   (working remotely),,Full Time,eCommerce Operations Department,3 Jun 2023,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Hardworking and passionate job seeker with strong organizational skills eager to secure entry-level Job Title position. Ready to help team achieve company goals.,Good
Sales Executive,Jaipur,Full Time,Enterprise & B2B Sales Department,0 Mar 2023,1.0,1.0,1.0,1.0,5.0,1.0,1.0,. Nothing,". All managers are careless for his employee. 
Process of usha employee are like government office. No one heard any problems for employee. No one is here that listen problems about incentive, convence of employee. All back office staff as a govt office staff that no heard any thing
Usha dont give any appresal"
Sales Officer,"Sultanpur, Uttar Pradesh",Full Time,Sales Support & Operations Department,5 Mar 2023,5.0,4.0,3.0,5.0,3.0,4.0,4.0,Usha team working as a family..all are very cooperative and helpful. here we work with our own freedom,"No growth, bureaucratic, n indifferent behaviour of peers n seniors just kills you"
Sales Manager,Lucknow,Full Time,Retail & B2C Sales Department,8 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Usha is the best company for learning & best platform for working culture to grow it self invirment,I am satisfied here
Sales Officer   (working remotely),,Full Time,Retail & B2C Sales Department,9 Feb 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,I don't like usha company anymore only frustration u will get from manager they didn't talk about our promotion and increment nothing is there,Travel allowance not getting in time and low increment and no promotion from off role to on role and they are putting relatives and friend instead of promoting old employees
Senior Manager,Mumbai,Full Time,Enterprise & B2B Sales Department,7 Dec 2022,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Company is good at job security who delivers numbers. People are good. Some are OK OK,Have to think out of the box as competitors are very aggressive in new product development and they are delivering as per todays need. Need more to work on brand awareness.
A.m,Gurgaon/Gurugram,Full Time,Accounting & Taxation Department,7 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good working environment, flexibility and leadership.",Not applicable
Senior Sales Executive,"Nagpur, Maharashtra",Full Time,Retail & B2C Sales Department,9 Jan 2023,5.0,4.0,4.0,4.0,5.0,4.0,4.0,Company policy is good.  Time' manage to work & family.,Every person is growth to important in a life. A person started a job in sales position and after six years he still when he started the position.
Sales Executive,Gwalior,Full Time,Retail Store Operations Department,3 May 2023,3.0,3.0,3.0,3.0,3.0,3.0,1.0,Company was good,Product supply in unresorsase in our network but not teken action for this issue
Assistant Manager Warehouse,"Jaipur, Rajasthan",Full Time,Stores & Material Management Department,8 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,You can like everything best working culture,As per my opinion everything is fine in this organisation
Regional Manager,Gurgaon/Gurugram,Full Time,Retail Store Operations Department,7 Sep 2023,2.0,3.0,1.0,1.0,4.0,1.0,1.0,Nothing,Old people working in company
Customer Service Executive,"Noida, Uttar Pradesh",Full Time,regional excecutive  Department,6 Sep 2022,1.0,1.0,3.0,1.0,1.0,1.0,1.0,nothing more than worst out of ever,"Like everything.....''ESPECIALLY THE ABSOLUTE HEALP MINDED AND KIND ACTING ,PATEHTIC BEHAVIOUR OF THE SO CALLED  TL WHO IS NO AWARE OF WHAT IS HAPPENING IN  THE PROCESS  OF ONE OF UIL's CALL CENTER OF NOIDA BRANCH ''.  Their is a so  called  senior who don't even know a single thing about the process and not aware of whats going on the process and the miserable si , he is not willig  to take the esclated call of the cust who is in need to coordinate with the senior in relate of your worst service from ASC  ,if he tellls him to take the call then he will check our calling time and say its jut a lil time try to entertain the cust lil more time then i will take the call ,LAST  BUT THE LEAST the worstest a person can bear is taking his pride down, that so called senior  guy who  has no idea how to talk to a person and from a person like him expecting to treat his junior employee is farthest thing someone can expect in their  life, the only thing he do on floor is roam here & there and shout like anything ....Read More"
Department Manager,"Gurgaon/Gurugram, Haryana",Full Time,IT Security Department,1 Apr 2023,4.0,5.0,3.0,4.0,5.0,5.0,3.0,Job security.,Take years to take decisions on business processes and projects.
Sales Manager,Patna,,Sales Support & Operations Department,0 Jul 2023,5.0,5.0,5.0,3.0,5.0,5.0,4.0,Most reliable brands to work,Salary
Long Arm Sales Person,"Bareilly, Uttar Pradesh",Full Time,Sales Support & Operations Department,5 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Usha international is very supportive company,In Usha international nothing wrong with me
Territory Manager,"Ahmedabad, Gujarat",Full Time,Sales Support & Operations Department,3 May 2023,3.0,1.0,5.0,5.0,1.0,1.0,1.0,Company policy,Senior using inappropriate launguage c
Manager,"Kolkata, West Bengal",Full Time,BD / Pre Sales Department,7 Feb 2023,2.0,3.0,3.0,2.0,1.0,3.0,2.0,"Since its a very old company, customer know the name very well.","There are no support from the management, very slow in response the main reasons for losing its market share,
No job security at all , very poor increments."
Territory Manager,Kolkata,Full Time,Retail & B2C Sales Department,9 Aug 2023,4.0,3.0,3.0,3.0,4.0,4.0,3.0,Salary on time,TA policies
Sr. Hr Officer,"Mumbai, Maharashtra",Full Time,Recruitment & Talent Acquisition Department,6 Jun 2023,2.0,4.0,1.0,1.0,4.0,2.0,1.0,Nothing,Alot more more more
Territory Manager Modern Retail- Sales,"Indore, Madhya Pradesh",Full Time,Retail & B2C Sales Department,4 Jun 2023,5.0,5.0,3.0,3.0,5.0,5.0,3.0,Healthy work culture,Salary and benefits
Sales Manager,"Kochi, Kerala",Full Time,Retail & B2C Sales Department,7 Feb 2023,4.0,4.0,3.0,4.0,3.0,4.0,4.0,"It's not at all a sales company , really a Training company where we can get all learnings",So far nothing..
Territory Sales Manager,Trichy,Full Time,Enterprise & B2B Sales Department,2 Dec 2022,2.0,2.0,1.0,3.0,5.0,2.0,2.0,You can work like govt company,"No work life balance 
8 districts I taken care of 
No promotion for Products Like home appliances air cooler and water heater 
You need to take care of all with lesser pay 
No support fr front line employees 
If you wants to grow in usha u should be in fan or sweing machine don't come to appliances business"
Branch Trade Marketing Manager,"Patna, Bihar",Full Time,Marketing Department,1 Jun 2023,3.0,4.0,3.0,3.0,4.0,4.0,2.0,"Company culture, flexible","Salary, increment, recognition"
Deputy Manager,Yes,Full Time,Quality Assurance and Testing Department,9 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good work like,Good work like
Assistant Manager,"Gurgaon/Gurugram, Haryana",Full Time,Business Intelligence & Analytics Department,4 Apr 2023,4.0,5.0,5.0,4.0,5.0,5.0,4.0,Very good working environment,Lack of new talent
Area Sales Manager,"Visakhapatnam, Andhra Pradesh",Full Time,Retail & B2C Sales Department,3 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Personal and professional growth,No
Senior Territory Sales Manager (Sewing Machine Division),Jammu,Full Time,Retail & B2C Sales Department,2 Aug 2022,3.0,5.0,3.0,3.0,5.0,4.0,3.0,"Till Now everything is ok
Respect from the senior side
Job Security Is very High in this organisation
Your superior/Senior will Teach you,Guide you,help you when you are in trouble situation
They""ll treat u like a Family when You are new entered In the Organsiation.","I don't dislike Till now 
But yes one Suggestion Is To Improved their Travel expense and Claims Also Believe In Digitalization of Claim Submission rather Than passing the Hard copy to submit the claim."
Territory Sales Incharge,Gurgaon/Gurugram,Full Time,Enterprise & B2B Sales Department,0 Apr 2023,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Just good reporting manager and support,Some poor service areas and manegement
Assistant Manager Sales & Marketing,Jaipur,Full Time,Retail Store Operations Department,9 Apr 2023,5.0,5.0,5.0,5.0,5.0,1.0,5.0,I'm interested in Usha company Good job,I'm interested in Usha company Good job
Lasm,Jaipur,Full Time,Marketing Department,1 Mar 2023,5.0,4.0,4.0,3.0,5.0,5.0,3.0,Our seniors behave and communication is good,Full plan information is not confirmed
