Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Senior Sales Manager,"New Delhi, Delhi",Full Time,Retail & B2C Sales Department,3 Sep 2023,5.0,5.0,4.0,4.0,5.0,5.0,5.0,"Undoubtedly, it's one of the Finest Organisations I've Worked So Far.
• The Treat Sincere Employees as Assets.
• Work-Life Balance is Good.
• Management is Transparent.
• Managers are Empowered.
• Spend on Developing & Upgrading Management/Leadership/Soft Skills of Employees.","• System/Processes ate Slow.
• IT is bit Outdated.
• Bureaucracy in Approvals"
Area Sales Manager,"Ahmedabad, Gujarat",Full Time,BD / Pre Sales Department,1 Sep 2023,5.0,5.0,3.0,3.0,5.0,4.0,3.0,"Panasonic India is slow interms of working,skill development is also poor, only politics and lala company",Typical government company
Senior Executive Stores And Logistics,"Jhajjar, Haryana",Full Time,Stores & Material Management Department,9 Jul 2023,3.0,4.0,3.0,4.0,5.0,3.0,3.0,Work life is balance 5 days working job security is high,Top management not supportive special in APIN division jhajjar Technopark
Assistant Manager,Jhajjar,Full Time,Planning Department,8 Jul 2023,3.0,5.0,2.0,3.0,3.0,4.0,2.0,"Work Life Balance
Comparing same industry, other companies pressure.
This company is quite chill",Wish it be Profit Making organization
Assistant General Manager (AGM) - Business Finance,"Thane, Maharashtra",Full Time,Finance Department,5 Jul 2023,3.0,3.0,1.0,3.0,3.0,3.0,2.0,"Open work culture, senior management is accessible","Too much biased in favour of Japanese expats, culture of favouritism among top management and delayed career advancement"
Retail Sales Officer,"Jaipur, Rajasthan",Full Time,Sales Support & Operations Department,9 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,3.0,"Panasonic  product quality is very good ,in company culture is very nice,","Panasonic company in DC AND SEMI AUTO MACHINE  product range is limited modal,"
Brand Manager,Gurgaon/Gurugram,Full Time,Marketing Department,6 Jun 2023,3.0,2.0,3.0,2.0,2.0,4.0,3.0,"The company culture is vibrant
You receive salary on time 
The Japanese counterparts are very respectful","Panasonic is struggling to make sales since a long time. It is highly understaffed due to which there is no work life balance, specially in my department. The management and other teams have very poor understanding of the value of Marketing and we struggle to get work done though agencies because we are not not supported well by theother teams on which we are dependent for the budgets. Any body looking to join under marketing or category management roles- do not join here....Read More"
Junior Sales Officer,"Kolkata, West Bengal",Full Time,,7 Jul 2023,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Lots of R & N related training which enhanced skill development,Company could focus more on the Salary part based on work
Regional Training Manager,"Kolkata, West Bengal",Full Time,After Sales Service & Repair Department,7 Jul 2023,2.0,1.0,2.0,2.0,1.0,1.0,1.0,Japanese products are good and that's the only thing I can say about right now.,It's a completely one man army organization with lot of monopolies.
Personal Banker   (working remotely),,Full Time,Banking Operations Department,2 Sep 2023,1.0,3.0,5.0,4.0,4.0,3.0,3.0,ncbhisabc whisdbwa csd cihs Cj aiSHDC DSAHICDIS AIC SAHC DWAHSC HAS,NCSEJD CD SAC AS CHID SHC SHAD CJS CHD SACBJ ADSKNC SACD.
Area Sales Manager,"Chandigarh, Chandigarh",Full Time,Retail & B2C Sales Department,8 Sep 2023,4.0,5.0,3.0,4.0,4.0,4.0,3.0,Work life balance,Not aggressive in marketing
Management Trainee,"Varanasi, Uttar Pradesh",Intern,Marketing Department,5 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working Environment,Nothing like that
Assistant Manager Production,Gurgaon/Gurugram,Full Time,Production & Manufacturing Department,5 Sep 2023,4.0,5.0,4.0,3.0,5.0,5.0,4.0,Best place to work,Far from gurgaon
Jr.Technecian,Gurgaon/Gurugram,Full Time,Quality Assurance and Testing Department,2 Sep 2023,5.0,5.0,3.0,2.0,5.0,4.0,2.0,Team work new project,Sailyr low
Deputy Manager,Chennai,Full Time,BD / Pre Sales Department,8 Aug 2023,5.0,4.0,4.0,4.0,4.0,4.0,3.0,Good and Happy,Manning Gap
Sales Promoter   (working remotely),,Full Time,General Insurance Department,7 Sep 2023,5.0,5.0,4.0,5.0,5.0,3.0,5.0,This product nice but not like one,Price not good
Sales Executive,"Raipur, Chhattisgarh",Full Time,Enterprise & B2B Sales Department,4 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Y e s,N o t h i n g
Senior Engineer,"Jaipur, Rajasthan",Full Time,Air-conditioning repair and installation  Department,3 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company,Kuch bhi nahi
Reginoal Sales Manager,Bangalore/Bengaluru,Full Time,Sales Support & Operations Department,2 Aug 2023,4.0,4.0,2.0,4.0,5.0,4.0,4.0,Working with a good brand.,In branch level old PPL ruling.
Assistant Manager Production,Chennai,Full Time,Production & Manufacturing Department,1 Aug 2023,5.0,4.0,4.0,3.0,4.0,4.0,4.0,Great management for all kind of working area.,Nill
Sales Coordinator Organized Retail,Mumbai,Full Time,Sales Support & Operations Department,1 Aug 2023,5.0,5.0,5.0,4.0,3.0,5.0,3.0,good team brand,salary low in contract employee
Senior General Manager,Mumbai,Full Time,Sales Support & Operations Department,3 Aug 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Awesome culture,They should ask people before putting them on new profile
Account And Billing Coordinator,Gurgaon/Gurugram,Full Time,Marketing Department,0 Aug 2023,5.0,5.0,4.0,4.0,4.0,4.0,3.0,Good company to work with,Nothing just long promotion period
Sales Team Leader,"Madurai, Tamil Nadu",Full Time,Sales Support & Operations Department,9 Aug 2023,1.0,1.0,1.0,3.0,1.0,1.0,3.0,Salary is good,Worst company I ever seen. They contact meeting till 11.30PM. Worst life balance
Area Sales Manager,"Surat, Gujarat",Full Time,Sales Support & Operations Department,6 Aug 2023,5.0,5.0,3.0,5.0,5.0,5.0,5.0,Overall good company for work,No
Branch Service Manager,"Guwahati, Assam",Full Time,Customer Success Department,4 Aug 2023,2.0,1.0,1.0,2.0,2.0,2.0,2.0,Nothing is special . No management direction,Work culture is not healthy
Senior Branch Manager,Kolkata,Full Time,Sales Support & Operations Department,2 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best work life balance,little more innovation based on local needs
Assistant Manager Logistics,New Delhi,Full Time,SCM & Logistics Department,8 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Ever thing is good,Nothing
Service Manager,Gurgaon/Gurugram,Full Time,After Sales Service & Repair Department,4 Jul 2023,5.0,3.0,4.0,4.0,5.0,3.0,2.0,Good culture to work for. Company has great Japanese background,Bad language of the managers and management know
Senior Executive Process Engineering,"Jhajjar, Haryana",Full Time,Engineering Department,4 Jul 2023,2.0,4.0,2.0,1.0,4.0,3.0,2.0,Japanese thought process was good .,"Worst salary ,unskilled management"
Assistant Manager,"Vararamachandrapuram, Andhra Pradesh",Full Time,Customer Success Department,2 Aug 2023,4.0,2.0,1.0,4.0,2.0,1.0,1.0,Nothing as such,Only Salary no perks or other pay or incentive
Product Manager,Gurgaon/Gurugram,Full Time,Product Management - Technology Department,0 Jul 2023,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Learning and overall work culture,nothing
Hr Executive,Gurgaon/Gurugram,Intern,Other Department,8 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Culture and work was good , everyone was supportive","None, great experience working as an intern"
Sales Officer   (working remotely),,Full Time,Retail & B2C Sales Department,7 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Panasonic company is very good,Panasonic companies
Deputy Manager,"New Delhi, Delhi",Full Time,Engineering Department,5 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working culture and policies for employees are excellent,Nothing to dislike
Executive Supply Chain Management,"Mumbai, Maharashtra",Full Time,SCM & Logistics Department,4 Jul 2023,3.0,1.0,1.0,2.0,4.0,1.0,1.0,Only job security,No work life balance
Commercial Coordinator,Kolkata,Contractual,Back Office Department,4 Jul 2023,5.0,4.0,4.0,5.0,5.0,4.0,4.0,"Overall Company very good, salary and other benefits verygood",Nothing
Sales Coordinator,"Gurgaon/Gurugram, Haryana",Full Time,Other Department,8 Jul 2023,5.0,5.0,4.0,4.0,3.0,3.0,2.0,Overall good experience,Salary issue
Sales Officer,"Mumbai, Maharashtra",Full Time,Marketing Department,7 Jul 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Very good is Panasonic company and good services,I like the Panasonic company in job
Deputy Manager - (Logistics Strategy Planning),"Gurgaon/Gurugram, Haryana",Full Time,SCM & Logistics Department,6 Jul 2023,1.0,2.0,1.0,3.0,1.0,1.0,1.0,Nothing Like as Global MNCs offer & environment behave..worse culture,Everything from management to work profile & growth prospects
Officer,"Gurgaon/Gurugram, Haryana",Full Time,"Operations, Maintenance & Support Department",2 Jul 2023,4.0,3.0,4.0,3.0,4.0,3.0,3.0,Learning environment is good factor here,Compensation is not as per expectation
Production Engineer,Jhajjar,Full Time,General Insurance Department,2 Jul 2023,5.0,1.0,3.0,5.0,1.0,1.0,1.0,"Panasonic was very good company, manc group, and japnese rule ragulation","Panasonic Mnc company, but India"
Operations Executive,Jhajjar,Full Time,Operations Support Department,9 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes like for company work,No dislike for company work
Sales Promoters,"Hisar, Haryana",Full Time,Retail & B2C Sales Department,7 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,1.0,"Challenging job, good platform for learning sales skills.",It's Marketing policy
Senior Executive,Gurgaon/Gurugram,Full Time,Engineering & Manufacturing Department,6 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good work life balance, bus facility, food facility, late night cab facility,",Its a Japanese brand so culture is derived snd everybody respects each other.
Senior Executive,Gurgaon/Gurugram,Full Time,After Sales Service & Repair Department,4 Jun 2023,4.0,3.0,2.0,3.0,3.0,3.0,3.0,Nothing,Ethics company
Territory Sales Incharge   (working remotely),,Full Time,Enterprise & B2B Sales Department,4 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Overall Depends on company sales management Higher authority people
No respect of low designation employees","Working atmosphere, Superiors way of handling, on-time salary & incentives, company culture."
Sellout Associate,"Salem, Tamil Nadu",Full Time,Sales Support & Operations Department,2 Jun 2023,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Appraisal & Promotion,Systematic working culture
Plant Head,"Gurgaon/Gurugram, Haryana",Full Time,"Operations, Maintenance & Support Department",9 Jun 2023,4.0,5.0,4.0,4.0,4.0,4.0,3.0,Motivation level,"Panasonic service good work 
Installation and all Panasonic"
Air Condition Technician,Mumbai,Full Time,Teaching & Training Department,9 Jul 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,
Electrical Engineer,"Chennai, Tamil Nadu",Full Time,Software Development Department,8 Aug 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,👍🏻yes good company,"No
Not interest"
Deputy Genaral Manager,"Mumbai, Maharashtra",Full Time,IT Security Department,7 Jun 2023,3.0,3.0,2.0,2.0,3.0,2.0,2.0,Yes it's good place to work if no politics,Corporate politics and fevrism
Senior Service Engineer,Gurgaon/Gurugram,Full Time,After Sales Service & Repair Department,7 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It's brilliant for the people who want to learn something in their life,Nothing
Purchase Executive,"Jhajjar, Haryana",Full Time,Procurement & Purchase Department,9 Jan 2023,1.0,1.0,1.0,1.0,3.0,1.0,1.0,"Lower management is good
HR policies are good","No trainings
No SOP
No systematic works
No fixed plans
No personal work life balance
If Saturdays are working then company gives compo off against sat work but this depends on boss.
Higher management is not good"
Logistics Officer,Gurgaon/Gurugram,Full Time,SCM & Logistics Department,4 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like Environment and culture of Panasonic.,There is deferent between onroll and offroll employment.
Strategic Key Account Manager,"Mumbai Suburban, Maharashtra",Full Time,BD / Pre Sales Department,4 Aug 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Very good 
Work culture
Policies",Like everything.
E-commerce Officer,Gurgaon/Gurugram,Full Time,eCommerce Operations Department,5 Aug 2023,3.0,2.0,2.0,2.0,3.0,2.0,2.0,Team mates are good,Lots of politics there.
Trade Marketing Executive,Gurgaon/Gurugram,Full Time,Marketing Department,1 Jun 2023,3.0,3.0,4.0,2.0,3.0,3.0,2.0,"Learning, skill development program","Promotion, salary increment"
Senior Production Engineer,"Daman & Diu, Daman & Diu",Full Time,Production & Manufacturing Department,8 Apr 2023,4.0,5.0,5.0,3.0,5.0,5.0,2.0,"Well organized. Cooperative senior.
Fabulous team. Policies very good",Just think about salary... for lower grades
Sales Executive,"Yamunanagar, Haryana",Full Time,BD / Pre Sales Department,4 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Panasonic is nice company and management is also good for everyone,Panasonic incentive is very low
Sales Team Leader,Bengaluru/Bangalore,Full Time,Retail & B2C Sales Department,6 Jun 2023,5.0,4.0,5.0,4.0,5.0,5.0,4.0,Very good and friendly company 🥰,Nothing
Production Engineer,"Haridwar, Uttarakhand",Full Time,Production Department,8 May 2023,3.0,4.0,2.0,2.0,3.0,2.0,2.0,It is good for only upper management,There is no increment proper time
Group Head - India Innovation Centre,Gurgaon/Gurugram,Full Time,Software Development Department,7 May 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing,Top management in India is most confused and lacking vision
Purchase Engineer,"Jhajjar, Haryana",Full Time,Procurement & Purchase Department,6 Feb 2023,1.0,1.0,2.0,3.0,2.0,1.0,1.0,Only the brand name,"Work life balance is like hell, nothing on the name of training, not at all employee oriented. Only said to be 5 days working but actually working is mon- sat. C-off against saturday is totally on the mercy of your manager."
Deputy Manager - Hr,Redhills,Full Time,Engineering - Hardware & Networks Department,0 Mar 2023,3.0,3.0,1.0,3.0,5.0,3.0,3.0,There is no threat for job security and we can continue to work like a govt offices.,No recognition for real performers and group politics is very high
Regional Sales Manager,"Bengaluru/Bangalore, Karnataka",Full Time,,8 May 2023,3.0,2.0,2.0,3.0,2.0,2.0,2.0,Micro Management is not much.,"Perks are very less, have to work on Saturday. No gym subscription, working culture is not as Japanese companies. Sales positions are very risky and have to achieve monthly quota. Management are working as Baniya company."
Inside Sales,"Gurgaon/Gurugram, Haryana",Full Time,Sales Support & Operations Department,1 Apr 2023,5.0,5.0,3.0,2.0,5.0,5.0,1.0,work culture is fantastic...,don't give chance to the off-role employees for on roll profile.
Officer Customer Service & Legal Compliance,Gurgaon/Gurugram,Full Time,Banking Operations Department,9 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing all bad,All everything
Manager,"Gurgaon/Gurugram, Haryana",Full Time,Customer Success Department,7 May 2023,4.0,3.0,3.0,3.0,4.0,4.0,3.0,Good organization to work with,Poor leadership
Product Manager,"Dubai, Dubai",Full Time,Marketing Department,3 Jul 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Dont expect anything from this company,they are so unorganised
Data Entry Operator,"Lucknow, Uttar Pradesh",Full Time,Import & Export Department,1 Apr 2023,5.0,5.0,4.0,3.0,2.0,2.0,2.0,Panasonic company is very well.,Not timing for work.
FIS,"Varanasi, Uttar Pradesh",Full Time,Sales Support & Operations Department,8 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Everything  is good all staff are very good,Nothing everthing is good in company
Deputy Manager,Gurgaon/Gurugram,Full Time,IT Consulting Department,0 Mar 2023,4.0,4.0,4.0,4.0,5.0,4.0,3.0,Feeling good for roles and responsibility,Nothing bad to share as much.
Team Leader,"Patna, Bihar",Full Time,Retail & B2C Sales Department,1 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Amazing support from senior,Nothing
Business Executive,"Ghaziabad, Uttar Pradesh",Full Time,Enterprise & B2B Sales Department,5 May 2023,3.0,3.0,4.0,2.0,1.0,2.0,2.0,Good company  good company,No comment on comments
Electricals,Kolkata,Full Time,Administration Department,1 Mar 2023,5.0,5.0,3.0,5.0,5.0,5.0,4.0,Working system is very good,"Not bad all section
 have cleared"
Retail Sales Officer,"Sikar, Rajasthan",Full Time,Sales Support & Operations Department,7 Oct 2022,5.0,4.0,4.0,3.0,4.0,3.0,4.0,"Panasonic company over all good ,company culture and BM,ASM all are good,Panasonic AC LED are excellent quality or big product range. Thanks",In this company DC and SWM not focuse product range compaier than other brand
"Customer Service Manager- Procurement & Planning ,Reverse Logistics In House Return",Gurgaon/Gurugram,Full Time,After Sales Service & Repair Department,0 May 2023,5.0,4.0,5.0,5.0,4.0,5.0,4.0,Good work culture,No dislikes
Ac Technician,"Coimbatore, Tamil Nadu",Full Time,AC technician Department,1 Nov 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like panasonic very much because this panasonic gave me job so I will never forget this panasonic my favorite brand,I have worked in this company for 3 years no good salary no good respect no diwali pongal bonus no salary for time no convince no nothing this company
Deputy Manager,"Kolhapur, Maharashtra",,Retail & B2C Sales Department,7 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Culture is very good,No any dislikes
Ac Technician,"Thiruvananthapuram, Kerala",Full Time,"Operations, Maintenance & Support Department",1 Mar 2023,5.0,4.0,5.0,5.0,5.0,5.0,5.0,I'm enjoying who I'm and what I'm,Over time
Field Operations Executive,"New Delhi, Delhi",Full Time,"Operations, Maintenance & Support Department",7 Jan 2023,5.0,3.0,3.0,2.0,1.0,1.0,2.0,Like my job,Good brand in Japan iam warking Panasonic AC fridge washing machine repair engineer
Field Engineer,Agra,Part Time,Electronics Department,2 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good work environment and culture. Teammates are supportive and the management is transparent. There is a huge cafeteria and gaming arcade for chilling. Company policies are good, appraisals are fair and they give good salary hike and bonus every year.",There is a lot of politics and the management doesn’t address our issues. Salary is decent but career growth is slow. There is a bond of 2 years before which you cannot resign. On the job training is not given to new joinees.
Temporary Press Oprater,"Jhajjar, Haryana",Full Time,"Production, Manufacturing & Engineering Department",0 Jan 2023,4.0,4.0,5.0,3.0,3.0,5.0,3.0,Working staff is too good.,Nothing bad everything good there.
Branch Head - UP West    (working remotely),,Full Time,Sales Support & Operations Department,7 Mar 2023,5.0,5.0,4.0,5.0,4.0,4.0,2.0,"Culture , perks","Promotion , delegation of authority"
Jr Branch Officer,"Nagpur, Maharashtra",Full Time,Operations Support Department,0 Dec 2022,5.0,5.0,4.0,4.0,4.0,5.0,4.0,Office culture is most likely in this company,Managent team not take proper decision
Senior Operator QA,"Jhajjar, Haryana",Full Time,Quality Assurance Department,0 Dec 2022,3.0,4.0,3.0,4.0,4.0,3.0,3.0,Transportation and H.r is very good.,Shop floor work system is not good.
Manager,"Chennai, Tamil Nadu",Full Time,Enterprise & B2B Sales Department,6 Dec 2022,4.0,3.0,5.0,4.0,5.0,5.0,4.0,"Good work, ethics, and respect to employees 
Strong process in place",Nothing
Senior Executive,Gurgaon/Gurugram,Full Time,"Operations, Maintenance & Support Department",7 May 2023,2.0,2.0,2.0,3.0,3.0,2.0,1.0,Salary on time,No work-life Balance
Sr Cco,"Bhimavaram, Andhra Pradesh",,Non Voice Department,9 Mar 2023,5.0,1.0,5.0,3.0,1.0,1.0,1.0,Nothing,Salary not accepted
Assistant Manager,"Jhajjar, Haryana",Full Time,HR Operations Department,5 Jan 2023,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Culture,I really not observed yet
Quality Executive,"Gurgaon/Gurugram, Haryana",Full Time,Business Intelligence & Analytics Department,6 Sep 2022,4.0,5.0,3.0,5.0,5.0,2.0,5.0,Very good MNC…food is good …,For off role profile this is not a good company…they do a lot differences in off role and on role …if you r getting recruit in panasonic so do prefer ON role don’t ever goes in off role profile
Assistant Manager - Production,"Haridwar, Uttarakhand",Full Time,Production & Manufacturing Department,6 Mar 2023,4.0,4.0,4.0,5.0,5.0,4.0,4.0,Very good for learning and growth,No
Regional Sales Officer,"Chandigarh, Chandigarh",Full Time,Sales Support & Operations Department,9 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very nice team loyal company,No
Branch Coordinator,"Vijayawada, Andhra Pradesh",Full Time,Finance Department,1 Jun 2023,5.0,4.0,4.0,4.0,4.0,5.0,3.0,Company will maintain Good Ethics..,Nothing
Smt Engineer,Gurgaon,Full Time,Engineering Department,8 Feb 2023,4.0,4.0,3.0,4.0,3.0,4.0,3.0,Yes,No because Panasonic company is best
Line Supervisor   (working remotely),,Part Time,Content Management (Print / Online / Electronic) Department,8 Apr 2023,5.0,3.0,1.0,2.0,1.0,1.0,1.0,Bhooprakash,Bhooprakash 10+2 ITI ELECTRONIC
Manager,Gurgaon/Gurugram,Full Time,BD / Pre Sales Department,5 Feb 2023,4.0,4.0,4.0,4.0,4.0,5.0,3.0,Working culture and environment,Working culture and environment
Officer CS & Legal Compliance,Gurgaon/Gurugram,Full Time,Consumer Finance Department,0 Dec 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nothing ALL,ALL ALL ALL ALL EVERTHING
Assistant Manager,"New Delhi, Delhi",Full Time,SCM & Logistics Department,4 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good atmosphere to work,Pramotion
Sales Executive,"Mumbai, Maharashtra",Full Time,Retail & B2C Sales Department,6 Dec 2022,3.0,2.0,1.0,2.0,1.0,2.0,1.0,Nothing like any moment,Not important any staff .
Deputy General Manager,"Gurgaon/Gurugram, Haryana",Full Time,Engineering & Manufacturing Department,3 Sep 2022,4.0,4.0,3.0,2.0,4.0,4.0,3.0,Good japanese philosphy and systematic approach,No clear vision and top indian leaders were busy in marketing their ownself and keeping their bosses happy instead of bringing company into profit.
Officer- Customer Service,Gurgaon/Gurugram,Full Time,Service Delivery Department,9 May 2023,5.0,5.0,4.0,5.0,5.0,5.0,4.0,Ok,Fine fine fine fine
Marketing Manager,Bhubaneswar,Full Time,,5 Sep 2022,3.0,3.0,1.0,4.0,3.0,2.0,1.0,Good Company and Work culture,Few old and Egotistical mentality people is ruining the organization
Area Service Manager,"Lucknow, Uttar Pradesh",Full Time,After Sales Service & Repair Department,5 Jun 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Nothing, its a worst company to work. Never join to assume its a Japanese company.","Pathetic work culture, dictatorship. Manish Sharma having no clue what's going over the ground.
Manish is depended upon top employees only."
Jr Officer Service Operation,"Patna, Bihar",Full Time,IT Support Department,3 Oct 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Panasonic all branch team' saporting to all implay so go job in Panasonic,No
Sales Executive,Pune,Full Time,Enterprise & B2B Sales Department,9 Apr 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"It's a brand, where a employee is treated worst like trashcan. There is nothing that i liked about this company at all.","Work culture is more toxic than my past relationship. Working straight 4 months without any weekly off, and having no leaves at all. Pressuring to work without leaves. After getting sick, can't have leave also, gets questioned if ask so. I can't complaint this anywhere else so here it is."
Back Office Computer Operator,"Panvel, Maharashtra",,Back Office Department,8 Dec 2022,4.0,2.0,4.0,3.0,2.0,3.0,3.0,Lots of work and less salary,Office location
Deputy Manager,Delhi,,Stores & Material Management Department,4 May 2022,3.0,5.0,3.0,2.0,5.0,4.0,3.0,Nepotism work culture life disbalance no conveyance bad quality food no parking available no appreciation no employee safety no job security no business philopshy no future plan to sustain no service of products.. no compensation as per market no training and development strict working hours no flexibility,Mangement is totally worst.....
Area Service Manager,"Guwahati, Assam",,After Sales Service & Repair Department,0 Jan 2023,1.0,1.0,1.0,4.0,3.0,1.0,2.0,Management,
Sales Officer,"Warangal, Telangana",Full Time,Marketing Department,2 Sep 2022,5.0,5.0,4.0,5.0,3.0,4.0,3.0,I am in my career growth opportunity planning....,VERY LOW ENTRY OPENING JOBS.
Senior Manager   (working remotely),,Full Time,Software Development Department,8 Jan 2023,4.0,5.0,3.0,4.0,5.0,4.0,5.0,Good work life balance,Stagnation in career
Sales Executive,Shobha Photo Studio Nadra Bus Stand Bhopal,Full Time,Retail & B2C Sales Department,4 Nov 2022,5.0,5.0,5.0,5.0,3.0,5.0,5.0,My work related to camera division and I learn about all things,Dislike   nothing say anything about Panasonic
Back Office Associate,"New Delhi, Delhi",Full Time,Back Office Department,7 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work is easy and understand,No any dislike
Senior Manager- Sales,Hyderabad,Full Time,Enterprise & B2B Sales Department,6 Sep 2022,4.0,4.0,2.0,3.0,5.0,3.0,4.0,"Brand recognition,","Speed of execution, decision making"
B.tech Electrical Engineer,Moshi Pradhikaran Sector 4 Pune Maharashtra,Full Time,Operations Department,2 Feb 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I am interested,No
Logistics Manager,Bengaluru/Bangalore,Full Time,SCM & Logistics Department,0 Apr 2022,5.0,5.0,4.0,4.0,3.0,5.0,4.0,"Great Company with work ethics and culture. Senior Management is very good and focus on company growth, takes all position action for employee satisfaction and equality.","Current position is market should be improved further. 
Company has everything a customer needs, Quantity is far better than competitor."
Assistant Manager,"Jhajjar, Haryana",,Business Process Quality Department,9 Oct 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Skill enhancement and exposure,Working hours should be less
Customer Service Manager,Gurgaon/Gurugram,,Operations Department,1 May 2022,3.0,3.0,2.0,2.0,1.0,2.0,1.0,"Not specifically anything. But people are stuck over here somehow. Whoever getting chance , doens't think twice to move on. Specifically service division leaders are incapable. They only intimidating others team members . There's no team work within. Manpower at different sub division are so less.","In service Higher management & mid management are not capable enough. Only by intimidating , work can not be done."
Area Sales Manager,Raipur,,BD / Pre Sales Department,3 Jun 2022,1.0,2.0,1.0,3.0,1.0,1.0,2.0,"Situation is very pathetic you immediate boss will never support you and ,they don't have proper expenses for travelling ,it will effect your working and always negetive thinking.fully dependent and servant of distributors.","Nothing is special ,
Not even HR call me after resignation."
Warehouse Manager,Bhiwandi,Full Time,SCM & Logistics Department,2 Mar 2022,4.0,2.0,2.0,2.0,1.0,2.0,1.0,"Stability of Job is terrible, Career Growth is zero, Work culture is totally depends on principle company what they want you have to do... doesn't matters it's 14 Hrs or 16 Hrs. There is No Company Policy everything is policy what Boss or superiors says.","Work Culture, Job Security, Career Growth, Company Policies"
Computer Operator,"Bhiwandi, Maharashtra",Full Time,Nsa Department,6 Oct 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work and team help,No any reason for dislike
Asm,Kolkata,Full Time,Enterprise & B2B Sales Department,6 Oct 2022,4.0,4.0,4.0,3.0,4.0,4.0,3.0,Employees well being,Company progress plan..
Branch Head Consumer Durables,Indore,Full Time,BD / Pre Sales Department,7 Sep 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All activities including work culture,Nothing to dislike
Senior Sales Executive,Bareilly,Full Time,,2 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Panasonic company in jab security, work culture management, Company policies, etc",Panasonic company is a lot of politics and management doesn't address is our issue. Salary is decent but career growth is slow. There is a bond of 2 years before which you cannot resign. On the job training is not give to new joinees
Jr Office Assistant,"Surat, Gujarat",Full Time,Back Office Department,5 Jun 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Miss You Branch Office Surat, Gujarat",Nothing
Sales,"Nagercoil, Tamil Nadu",Full Time,,9 Sep 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes good yany one,No good job
Branch Training Manager,"Jhajjar, Haryana",,,0 Oct 2022,4.0,4.0,3.0,3.0,4.0,5.0,3.0,Good company to work with,"Sat working for BT's, Low appraisal"
Branch CCO,"Bengaluru/Bangalore, Karnataka",,,5 Oct 2022,5.0,4.0,4.0,3.0,4.0,5.0,3.0,"Skill development and learning, company culture.",Nothing
