Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Junior Engineer,Any Location,Full Time,,0 Jul 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like this company,I don't  dislike
Senior Executive Commercial,Budaun,Full Time,Accounting & Taxation Department,6 Apr 2022,2.0,2.0,1.0,1.0,1.0,1.0,1.0,company policy changed for off-rolls...nothing exist for off roll,can't say
Senior Electrical Supervisor   (working remotely),,Full Time,Engineering Department,6 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Power distribution Bajaj Electricals and testing Commission Soch Yad workingUttar,Power distribution Bajaj Electricals and testing commissioning which guard working Uttar Pradesh
Area Head,Hyderabad/Secunderabad,,Enterprise & B2B Sales Department,9 Apr 2022,4.0,3.0,3.0,2.0,3.0,3.0,2.0,"Sales is A daily activity, but daily primary is not possible, patiently you can work for short period.","You can't take leave on Required Day, and 2nd Saturday is holiday still we need to work,"
Quality Assurance And Production Incharge,Pune,,Engineering Department,0 Mar 2023,4.0,4.0,4.0,4.0,3.0,4.0,3.0,Quality assurance and production oriented.,No
Deputy Manager Commercial,Mumbai,,,9 Apr 2022,2.0,3.0,1.0,3.0,2.0,2.0,1.0,"Nothing is there left to be liked for. The company is in restructuring mode and firing people from all over to cut cost without taking any practical approach. HR has given the team leaders target to reduce the head count identifying high paid salaried person without any practical approach to skill, experience or Job profile.",There is no clarity of the future of the organization everyone is just doing their Jobs. Departments are working in silos like in government organization. There is a tendency to withheld and manipulate the information while providing the reports to the top management
Retail Account Manager,Guwahati,,Enterprise & B2B Sales Department,8 Apr 2022,5.0,5.0,4.0,5.0,3.0,5.0,4.0,Good leadership. Good working Hours. Company Culture.,Production engineer
Production Incharge,"Shirur, Maharashtra",,,4 Jan 2023,3.0,3.0,3.0,3.0,1.0,2.0,2.0,Manpower issue,
Manager Trade Sales,Mumbai,Full Time,Sales Support & Operations Department,2 Apr 2022,4.0,4.0,4.0,4.0,5.0,5.0,4.0,A Great Organization to work with.,Nothing as such
Electrical Project Engineer,Purnea Bihar,Full Time,Construction Engineering Department,5 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Job security,work Culture, management,company policies is good environment.",Good work culture
System Operator & Transportation Department,"Guwahati, Assam",Full Time,SCM & Logistics Department,9 Jun 2023,4.0,4.0,4.0,3.0,3.0,3.0,3.0,No  one,Excellent company to work with
Regional Head Sales,"Pune, Maharashtra",Full Time,,1 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No such drawbacks,Technician ger riper and fixing and any problem rectify
Electrician,Visakapatanam,Full Time,Electrical Maintenance Department,3 Mar 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Summer season i am not interested field work,Super job
Finance Manager,"Kolkata, West Bengal",,,3 Sep 2022,5.0,4.0,5.0,5.0,5.0,5.0,5.0,No any reason,Company policies
Project Site Engineer,Lucknow,,Power Supply and Distribution Department,1 May 2022,4.0,4.0,5.0,4.0,3.0,4.0,4.0,Nothing,Here work culture is very good.
Deputy Project Manager- Electrical Maintenance,Mumbai,,Construction / Manufacturing Department,5 Feb 2022,5.0,4.0,4.0,4.0,3.0,5.0,4.0,Here are nothing have for dislike but one thing have to improve that is job security.,Ok ok ok ok bjj
"Sr. Manager - Project Execution, Illumination",North East,,Construction Engineering Department,0 Jun 2022,5.0,4.0,5.0,4.0,4.0,5.0,4.0,Ok ok.,Company Policies
Team Manager,Mumbai,,,3 Jun 2022,3.0,4.0,2.0,3.0,1.0,4.0,3.0,Job security & Politics,
District Sales Officer,Sitapur,Full Time,D.s.o. Department,8 May 2022,5.0,2.0,5.0,2.0,3.0,3.0,2.0,My job  experience excellent,Career growth  is not well
Manager,Kolkata,Full Time,Retail & B2C Sales Department,5 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good Work environment and culture,Nothing
Sic,Nagpur,,Consumer Finance Department,5 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Overall Experience Too Good,Nice management
Engineer,Lucknow,,Construction Engineering Department,8 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing,Beeter place for beginners
Planning Engineer,Mumbai,,,7 May 2022,4.0,3.0,5.0,3.0,3.0,4.0,3.0,Off role hiring,Work culture
Manager,Mumbai,,Construction Engineering Department,6 May 2022,4.0,5.0,4.0,4.0,4.0,5.0,4.0,Late decision,Great learning in pressuriez situation
Assistant Manager,Chakan Pune,,"Operations, Maintenance & Support Department",3 May 2022,2.0,1.0,2.0,1.0,3.0,2.0,2.0,Work culture,All of these is very good
Electrical Site Engineer,Mumbai,,Construction Engineering Department,3 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Transfer to other stats very fast,Facilities all are good
Planning & Billing Engineer,Mumbai Suburban,,,8 Feb 2022,3.0,2.0,3.0,3.0,2.0,3.0,1.0,"No carrier growth.  If you are in third party,  you will never get a promotion or company employee.","Superb, great culture nice boses. Very nice balance"
Manager EPC Project Procurement,Sion,,Procurement & Purchase Department,3 Jun 2022,5.0,5.0,5.0,4.0,4.0,5.0,4.0,,
Office Assistant Computer Operator,"Pune, Maharashtra",Full Time,HR Operations Department,4 Dec 2022,4.0,5.0,5.0,5.0,5.0,4.0,5.0,Your experience and work information to excellent work for bajaj Electricals.,Very rich company about bajaj Electricals
Project Engineer,Lucknow,Contractual,Back Office Department,3 Apr 2023,5.0,5.0,4.0,4.0,4.0,4.0,5.0,I am satisfied to work here. working environment is very good. People of this company is very competitive.,I don't mind any criteria is for dislike
Assistant Manager,Mumbai,Full Time,Construction Engineering Department,6 Apr 2022,2.0,1.0,3.0,3.0,1.0,1.0,2.0,Not good. As soon as your work get completed they have many option to throw you out.,"Only if you have hands in your head then only you can grow. 
They have massive internal politics"
Commercial Executive,Shivmogga Karnataka,Full Time,Accounting & Taxation Department,1 Apr 2022,5.0,4.0,4.0,3.0,3.0,4.0,4.0,Good Company senior respect to junior staff.,It will be my dream to work in Bajaj
Procurement Executive,"Gurgaon/Gurugram, Haryana",Full Time,Procurement & Purchase Department,4 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,There is no drawbacks,Bajaj Company management and culture is good
Electrical Engineer,"Ballia,up",,Electrical  Department,2 Jun 2022,5.0,1.0,5.0,1.0,3.0,5.0,1.0,In Bajaj Company job security is zero,"Job Security, Policies and timely salary"
Senior Territory Sales Manager,Hyderabad/Secunderabad,,Retail & B2C Sales Department,0 Feb 2022,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Frequent change in systems,Management teem
Marketing Incharge,Vizag,,Retail Sales Department,1 Jun 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,some store incharges,Service is very good & fast.
Electrical Technician,"Meerut, Uttar Pradesh",,Service Center Department,1 Jan 2023,5.0,4.0,4.0,3.0,2.0,5.0,4.0,warranty terms and condition for warranty clam,Super service and Product
Territory Sales Manager,Bihar,,,6 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,,Marketing manegmant,
Sales Manager,Silchar,Full Time,Enterprise & B2B Sales Department,1 Jan 2022,4.0,2.0,5.0,4.0,2.0,1.0,4.0,System is good.,Bosses don't follow company policies.
Trade Sales Manager,Chennai,Full Time,Retail & B2C Sales Department,5 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good Place to Work,No Comments
Site Supervisor,Hosadurga Project Site,Full Time,Construction Engineering Department,9 Jun 2022,5.0,4.0,5.0,3.0,4.0,5.0,5.0,Bajaj electrical is a good company for me,Nothing
Manager Graphic Design,Navi Mumbai,,Graphic Design Department,0 Apr 2022,5.0,5.0,4.0,5.0,5.0,5.0,4.0,Like Flexible time,work pressure is too much
Distribution Sales Executive,Nagpur,,Enterprise & B2B Sales Department,9 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Awsome exprince,Nithing
Marketing Officer,Pen,,Marketing Department,6 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Service delivery relationship,Collection
Sales Officer,Fort Mumbai,,Sales & Marketing Department,0 Feb 2022,5.0,4.0,4.0,4.0,4.0,5.0,4.0,the way it works is very good.The people there always help in the work. The salary increases every year in the company.,no comments
Regional Commercial Cordinator,Sundarpur Varanasi,,Accounting & Taxation Department,5 Dec 2022,5.0,4.0,5.0,3.0,3.0,3.0,2.0,Decepline and freedom of work as per SOP,No any reason for dislike
Territory Manager,Delhi,,,2 Jul 2020,4.0,3.0,4.0,4.0,3.0,4.0,4.0,It's good platform for both skill develop personal skills and business concept skills. It's way of working deep find out the problem & resolved quicker .so as working also same fmcg ..,No security's for job and campany has to decided new platforms structures for en employee and drop en mail by hr for Relocation transfer according to branch level authority manager and no based performence . This is the dislike factor
Service Manager,"Surat, Gujarat",,Construction Engineering Department,9 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Bajaj Electricals Limited is awesome company. Management is strictly and supportive but HR Twam is lasy when you left the job Hr not supported and not guided. Pls read policy clearly and complete the as per policy terms.,Very nice company always remember and carefully for Employee. No have dislike point
Sales Manager,Pune,Full Time,Enterprise & B2B Sales Department,2 Apr 2022,5.0,4.0,5.0,5.0,5.0,4.0,5.0,It's a good experience,Amazing company to work with
Area Service Head,Kolkata,Full Time,"Operations, Maintenance & Support Department",1 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Culture of the company,Slow HR initiatives
Territory Sales Manager,"Kolkata, West Bengal",Full Time,Retail & B2C Sales Department,8 Dec 2022,5.0,5.0,5.0,3.0,5.0,5.0,4.0,Erection of 33 & 11 kv line,Salary is decent but career growth is slow
Engineer,Katni Jabalpur,,Construction Engineering Department,4 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good and skilful working environment,Nothing
Senior Manager,Mumbai,,Construction Engineering Department,0 Apr 2022,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Good,Nothing much
Head Digital And IoT,Mumbai Suburban,,Top Management Department,2 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Woking culture of company is good all sr. Mangement is supportive, and give chance to growth all types of employees.....",Company not control on raw material inventory... Lot of material unnecessarily wastage in yard.....
Assistant Manager,"Pune, Maharashtra",,Assistant manager Department,6 May 2022,5.0,4.0,4.0,4.0,3.0,4.0,4.0,Company was not good at all,Yes
HR Digitalization Specialist,Mumbai,,HR Business Advisory Department,4 May 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Performance increment & position,Working culture
Paint-shop Production Manager & HOD,Chakan Pune,,Management Department,0 Jun 2022,5.0,4.0,4.0,4.0,5.0,3.0,5.0,Growth opportunities,
Territory Head,Kolkata,,Enterprise & B2B Sales Department,3 Apr 2022,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,
Distributor Sales Officer,"Noida, Uttar Pradesh",Full Time,Retail & B2C Sales Department,5 Oct 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Accounting karna pasand hai,Market line pasand nahi hai
Business Head,"Ahmedabad, Gujarat",Full Time,,6 Jul 2022,4.0,5.0,4.0,4.0,5.0,5.0,3.0,Ethics & Values,Slow Growth
Electrical Engineer,Gonda,Full Time,Engineering Department,8 Jun 2022,2.0,1.0,4.0,1.0,2.0,1.0,1.0,"Nothing it’s a very bad exp , time waste",everything
Project Engineer,Jaunpur,Full Time,Construction Engineering Department,1 Jan 2022,3.0,5.0,3.0,4.0,5.0,4.0,5.0,"Job security is crucial issue for BEL,Casteism and management is very poor company policy is good.",Cast issue
Site Supervisor,Amethi,Full Time,Power Distribution Department,5 Apr 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Company policies,I don't like this
Rajamundry,Rajamundry,,Retail Sales Department,3 Aug 2022,1.0,1.0,1.0,5.0,1.0,1.0,1.0,Sorry to suffering from management,Nice Job
Brand Promotion Executive,"Vadodara, Gujarat",,,7 Aug 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,But salary not Increase,Great management....
Electrical Site Engineer,Aurangabad Bihar,,Business Intelligence & Analytics Department,3 Oct 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing,I like my boss & corporate colleagues
Manager,Mumbai,,Engineering T&D Department,3 Feb 2022,5.0,4.0,3.0,3.0,1.0,3.0,3.0,Decision capability is not up to the mark.,Good work environment and culture
Long Arm Salesman,"Ashram Road , Ahmedabad",,Enterprise & B2B Sales Department,9 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
Sales Manager,GUWAHATI,Full Time,Enterprise & B2B Sales Department,2 Apr 2022,4.0,3.0,3.0,3.0,1.0,2.0,3.0,company policies,employee lay off culture
Commercial Associate,"Jabalpur, Jharsuguda",Full Time,,7 Aug 2022,5.0,5.0,4.0,5.0,1.0,5.0,5.0,A good place to work,Job security
Junior Engineer,Mumbai,,IT Consulting Department,5 May 2022,2.0,2.0,3.0,1.0,1.0,2.0,2.0,Working climate,Management strategy
Assistant Manager,Mahape,,Engineering & Manufacturing Department,4 Mar 2022,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Best place to work excellent and women centric policies,Nothing
Area Sales Manager,Bengaluru/Bangalore,,BD / Pre Sales Department,0 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best Place to Work and Explore..!!,No Comments..
Asst. Manager (EPC- T&D),Mumbai,,Engineering Department,3 May 2023,2.0,3.0,2.0,1.0,1.0,1.0,1.0,Nothing,"Biased based culture, high level politics"
Service Manager,Guwahati,,Voice / Blended Department,1 Jun 2022,4.0,5.0,5.0,4.0,5.0,5.0,4.0,"Flexi timing, Work Life balance",Perks and benefits are slow
Supervisor,Chakan,,Software Development Department,3 Nov 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It's immense opportunity in future and it is most immensive experience in that field that turning point of my life which is more useful.Great thing is that most faculty support how to growth in your life and this is most important . It's to be good part life experience,Transportation
Engineer,Faizabad,,Construction Engineering Department,0 May 2022,4.0,4.0,4.0,4.0,4.0,4.0,3.0,"Good work environment and culture.Teammates are supportive and management is transparent.Company policies are good, appraisals are fair and they give good salary hike and bonus every year.","Good work environment and culture. Teammates are supportive and the management is transparent. There is a huge cafeteria and gaming arcade for chilling. Company policies are good, appraisals are fair and they give good salary hike and bonus every year."
Dso,Bhohpur,,,0 Oct 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,There is a lot of politics and the management doesn’t address our issues. Salary is decent but career growth is slow. There is a bond of 2 years before which you cannot resign. On the job training is not given to new joinees.,
Salesman,Varanasi,Full Time,Sales Support & Operations Department,7 May 2022,4.0,4.0,4.0,4.0,4.0,3.0,5.0,Good work,Prodecut Rate increse
District Sales Officer,Kadapa,Full Time,Electrical Department,6 Jun 2022,3.0,2.0,3.0,2.0,2.0,2.0,3.0,Good company,Company is good
Territory Sales Incharge,Bhubaneswar,Full Time,Engineering & Manufacturing Department,1 May 2022,1.0,1.0,1.0,2.0,1.0,1.0,1.0,The work culture in Bajaj has gone from being one of the best to one of the worst as off now,Work culture
Quality Coach,Greater Noida,,Business Process Quality Department,6 Apr 2021,4.0,4.0,5.0,5.0,4.0,5.0,5.0,Testing,My sallery is not growth in 6 months
Xyz,"Mumbai, Maharashtra",,Ehs Department,7 Jul 2022,3.0,3.0,3.0,3.0,3.0,2.0,3.0,None of these none one,None of these one none
Branch Head (UP East And UP Central),Gurugram,,Sales & Distribution Department,5 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Its fast growing brand in India.....quality products,Teammates are supportive and the management is transparent there is ahuge cafeteria and gaming arcade for chilling company policies are good appraisals are fairand they give good salary hike and bonus every year
Sales Officer,Mumbai,,Pune Department,8 May 2021,5.0,4.0,4.0,4.0,4.0,5.0,5.0,There is a lot of politics and the management doesn’t address our issues. Salary is decent but career growth is slow. There is a bond of 2 years before which you cannot resign. On the job training is not given to new joinees.,Company culture & managers are political.
Channel Marketing Manager,Delhi,,Retail & B2C Sales Department,7 May 2022,1.0,1.0,3.0,1.0,1.0,1.0,1.0,Not understand the employees need,"Company Benefits are good, Work Life Balance, Career Growth and opportunities are there but depend upon how much you are in good book of reporting manager"
Assistant Manager Commercial,SION MUMBAI,,,8 Sep 2021,3.0,3.0,2.0,3.0,1.0,2.0,2.0,"Favoritism, No Job Security, No Transparency in Appraisal, Unethical behavior of company policy, Professional people got low grade and undergraduates and people having integrity issue are getting promotions. Inspiring Trust is Questionable?",Bajaj Electricals as per Tag Line 'Inspiring Trust'. Working Experience in Bajaj.
Store In Charge,Bhopal,,SCM & Logistics Department,1 Apr 2022,4.0,4.0,5.0,4.0,3.0,5.0,4.0,,
Assistant Manager,"Nagpur, Maharashtra",Full Time,Enterprise & B2B Sales Department,1 Sep 2022,2.0,2.0,2.0,3.0,1.0,1.0,2.0,HR Policies,Work life balance
Sales Executive,Allahabad/Prayagraj,Full Time,Retail & B2C Sales Department,1 Jan 2022,5.0,5.0,5.0,3.0,3.0,5.0,5.0,Perfect place for Learning Basics of sales..,Nothing
Assistant Manager - Sales Support,Chennai,Full Time,,0 Jul 2023,4.0,4.0,4.0,4.0,3.0,4.0,3.0,"Policy 
System",Ok no issue at bajaj
Assistant Manger Project,Lucknow,Full Time,Construction Engineering Department,4 Mar 2022,5.0,4.0,4.0,4.0,3.0,4.0,4.0,Timely salary,Job security Issue
Manager Accouns,Mumbai,Full Time,Accounting & Taxation Department,4 Apr 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,It's not company no job security,I do not like this type company
Ehs Executive,RANJANGAON MIDC,Full Time,Community Health & Safety Department,7 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Company policies,Job security
Channel Marketing Manager,Chandigarh,,Marketing Department,1 May 2022,4.0,3.0,3.0,2.0,5.0,5.0,3.0,Job security,Internal growth
Team Leader Tl,"Begusarai, Bihar",,Customer Success Department,9 Dec 2022,4.0,3.0,4.0,4.0,4.0,4.0,4.0,Yes its behavior and attachments to sells boys,Nothing its to better than others
Sr.executive Commercial,Varanasi,,Accounting & Taxation Department,6 Apr 2022,1.0,1.0,1.0,3.0,1.0,1.0,1.0,Worst company,Job fully unsecure
Area Head-Trade Sales Consumer Products,Jaipur,,Trade Sales Department,1 Jan 2022,5.0,3.0,5.0,5.0,2.0,4.0,3.0,"Ethical company, follow processes and culture, goodwill of 80 years",Job security and sudden changes
Manager Supply Chain,Mumbai,Full Time,Procurement & Purchase Department,9 Apr 2022,4.0,3.0,4.0,3.0,2.0,3.0,2.0,Company policies,"Job security, career growth"
Assistant Manager-sales,New Delhi,Full Time,BD / Pre Sales Department,7 Feb 2022,2.0,3.0,1.0,1.0,3.0,1.0,1.0,"VERY BAD COMPANY FOR NEW JOINEE, TOO MUCH POLITICS & NO GROWTH","POLITICS, WORK ENVIRONMENT"
BPL Exucative,"Gonda, Uttar Pradesh",Full Time,,2 Aug 2022,5.0,5.0,4.0,5.0,4.0,4.0,5.0,I Like 👍,I Like 👍
Buyer,Mumbai,Full Time,,1 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good working atmosphere. Extremely helpful colleagues. Good management,Nothing can think of.
Compliance Officer,"Gonda, Uttar Pradesh",Full Time,Finance Department,4 Jan 2023,3.0,4.0,3.0,3.0,1.0,2.0,1.0,Yes,They will forcefully resigned otherwise they will terminate you without any reason.
Data Entry Operator,Patna,,Data Entry Department,5 Sep 2021,3.0,4.0,1.0,4.0,4.0,4.0,4.0,As far as I know. The work environment in this company is. Quite good. It is one of the fastest growing company in the market,The work pressure ii's very high. so I am not comfortable
Compliance Officer,Any District,,Hr Compliance Department,5 Oct 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Bajaj Electricals Limited me team ke saath jo work karne ka  combination hai  bahut Sahi hai,Nothing
Senior Engineer,Mumbai,,Construction Engineering Department,6 May 2021,4.0,3.0,4.0,5.0,1.0,1.0,2.0,Job security is very poor. Company is not taking further projects. And countiously reduce man power. Work culture is good and continuously update the working culture. Management is totaly biased. Company policies are good and give good salary hike and bonous every year.,There is lot of politics in upper manager level and the negative impact goes to the junior employees. On the job training is not given to new joiners.
Mechanical Design Engineer,Navi Mumbai,,Engineering & Manufacturing Department,3 Mar 2022,5.0,5.0,5.0,5.0,4.0,5.0,5.0,Great place to Work...,Not yet
Deputy Manager,Indore,,Enterprise & B2B Sales Department,8 Jan 2022,3.0,3.0,5.0,3.0,3.0,3.0,3.0,For learning & experience good organisation.,Carrier growth very slow
Site Engineer,Lucknow,Full Time,Construction Engineering Department,6 Nov 2021,5.0,4.0,5.0,3.0,2.0,5.0,3.0,Good work environment and culture. All colege are supportive and company give good salary,"Treat human as a machine,  no emotion for employees"
Project Engineer,Bihar,Full Time,Construction / Manufacturing Department,8 Feb 2022,1.0,1.0,1.0,1.0,1.0,1.0,2.0,No job security.,All over us good experience
Counter Sales Executive,Moti Nagar,Full Time,,2 Jan 2022,4.0,3.0,3.0,2.0,3.0,4.0,1.0,All-over is Good 👍,Good renewoned company
Trade Sales Manager,Amritsar,Full Time,Retail & B2C Sales Department,9 Apr 2022,5.0,4.0,4.0,4.0,5.0,5.0,2.0,Career Growth perspective is very low,Management support is very good
Senior Executive,Lucknow,Full Time,Stores & Material Management Department,4 Mar 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing,Good work culture
Production Engineer,NASHIK,,Production Department,7 Feb 2022,4.0,3.0,4.0,3.0,3.0,3.0,3.0,Salary hike not satisfied,Best company
Project Manager,Noida,,Construction Engineering Department,2 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing,All good
Manager,"Chennai, Tamil Nadu",,Administration Department,1 Dec 2022,4.0,4.0,3.0,4.0,4.0,4.0,4.0,Nothing to say dislikes things,Job security is bit ok
Territory Sales Manager,New Delhi,,Enterprise & B2B Sales Department,7 Apr 2022,3.0,2.0,1.0,3.0,3.0,3.0,1.0,managers are terrible no sense of the market.,Very good working culture
Senior Electrical Engineer,Bareilly,,Construction / Manufacturing Department,9 Apr 2022,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Nothing,
Key Accounts Manager,"Chennai, Tamil Nadu",Full Time,Enterprise & B2B Sales Department,3 Nov 2022,2.0,4.0,2.0,2.0,3.0,2.0,3.0,Hardly few,Man points to say ..
Senior Engineer,Bihar Sharif,Full Time,Construction Engineering Department,7 Nov 2021,2.0,2.0,2.0,1.0,1.0,1.0,1.0,Bajaj Electricals is not good working place.,"Top management not too good.
It seems that no one is good and experienced in top management.
Working culture is too bad no job security even of Roll employee."
Senior Engineer,Mau,Intern,Construction Engineering Department,0 Jan 2021,4.0,4.0,4.0,4.0,2.0,4.0,3.0,There is no job security and management is saving their relatives and referenced employees.,The middle management is saving their referensed employees.
Regional Manager,"Chennai, Tamil Nadu",Full Time,Retail & B2C Sales Department,8 Jun 2022,4.0,4.0,3.0,4.0,3.0,4.0,4.0,Open door : can easily connect with top management,Job Security
Summer Intern,Pune,Full Time,,2 May 2022,5.0,5.0,5.0,3.0,4.0,4.0,4.0,Good organization,Nothing
Senior Engineer,"Samastipur, Bihar",Full Time,Construction Engineering Department,9 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7 years old,Exilent working place.
Commercial Manager,Jaunpur,Full Time,Accounting & Taxation Department,0 Mar 2021,3.0,3.0,5.0,5.0,3.0,3.0,2.0,"The company work around the world in power distribution.  I love the fact that i am part of a team, high quality works and has a global client base. As a result, i get travel abroad, especially to the Canada. But on-site travel is completely dependent on our project and clients location. Another plus point is that my colleagues comefrom various culture backgrounds, and we work happily in collaboration. I also like the employee re-hire policy here....Read More","Compensation is decent, but growth is slow. The work pressure is very high. Sometimes, I have to work 12-14 hours straight in a day as i have to attend client calls in the evening and sometimes late into night. Managers do not value an individuals unique strengths, which is why i have to back my suggestions most of the time..."
Assistant Manager,"Sion, East, Mumbai",,Construction Engineering Department,0 Mar 2022,4.0,4.0,4.0,3.0,3.0,3.0,3.0,A great place to work.,I like working here.
Assistant Manager Quality Assurance,Mumbai,,Production & Manufacturing Department,9 May 2022,5.0,3.0,3.0,4.0,3.0,4.0,3.0,Over all an good ethical organization,Non
Project Manager,All India,,Construction Engineering Department,8 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Excellent,Carriar & Growth Opportunities are low comparatively
Admin Executive,"Fort, Mumbai",Full Time,,6 Aug 2022,4.0,2.0,3.0,4.0,2.0,2.0,1.0,It was just ok with them,Transparency of communication is not well as per the company reputation.
In Sales Promoter,Chandigarh,,Ambala cantt Department,3 Jan 2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bajaj company will not support due to covid.they are not issued slary in lockdown period. They will not give a incentives .bad experience ....,Pls dont join this brnd
Sales Executive,Noida Sector 18,,,4 Feb 2022,4.0,4.0,4.0,4.0,5.0,4.0,4.0,"All is well with bajaj  home appliancces iwill be
On next time opportinity in bajaj plz shere me i am ready",All is better to much no dislike about in bajaj
Projects In-charge,Begusarai,,Construction Engineering Department,4 Apr 2022,5.0,4.0,4.0,4.0,4.0,5.0,3.0,Good work environment  and culture,There is a lot of politics.
International Sales Manager,Mumbai,,BD / Pre Sales Department,1 Feb 2022,3.0,3.0,3.0,2.0,3.0,2.0,2.0,Learning,Slow career growth & opportunities
Territory Sales Incharge (tsi),Hyderabad/Secunderabad,,Retail & B2C Sales Department,7 Mar 2022,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Policies and pay,Frequent changes in the system
District Sales Officer,Vizianagaram,,Enterprise & B2B Sales Department,3 Mar 2022,5.0,4.0,5.0,3.0,5.0,3.0,5.0,Universal pricing,I do not have any dislike
Assistant Manager Sales And Marketing,New Delhi,,,9 Apr 2022,4.0,5.0,3.0,4.0,5.0,5.0,4.0,Atmosphere given is very enthusiastic with lots of support from seniors even in field saled dignity of language is maintained,Compensation part should match up to industry standards
Supervisor,Patna,,Software Development Department,9 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Bajaj electrical company is very good company and his management is good,Site situation is not good
Hr Executive,Delhi,,HR Operations Department,2 Oct 2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Staff,It's not A company it's type of shop they are running
Area Service Incharge,Cochin,Full Time,After Sales Service & Repair Department,2 Feb 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great place to work,Nothing
Maintenance Executive,Mumbai,Full Time,Engineering & Maintenance Department,2 Mar 2022,5.0,1.0,4.0,2.0,4.0,3.0,3.0,Good work environment and culture.,Company policy
Engineer,Mumbai,Full Time,Construction Engineering Department,5 Jan 2022,5.0,4.0,4.0,5.0,3.0,5.0,5.0,There is a lot politics Career growth is slow,Good
Commercial Executive,Lucknow,,Accounting & Taxation Department,2 May 2022,3.0,5.0,5.0,5.0,3.0,5.0,1.0,Inefficient Higher Management for EPC Business. Mostly PD sector.,Great company with work like balance.
Deputy Manager,Sion,,Procurement & Purchase Department,1 Jun 2022,5.0,5.0,3.0,5.0,2.0,5.0,5.0,Nothing,Bajaj electricals at mast company very nice
Site Engineer,Hardoi,,Power Supply and Distribution Department,7 Dec 2021,2.0,3.0,3.0,3.0,5.0,5.0,5.0,There is a lot of politics the management,Yes I like bajaja electrical ltd I currently working bajaj electricals ltd....designation gratuate engineer tranning execution
Project Engineer Execution,Ballia Up,,,9 Nov 2021,1.0,3.0,5.0,1.0,1.0,2.0,4.0,I am dislike timley  not appraisal I am working 3.5 years bajaj electricals ltd but no any apprasel ...bajaj electricals ltd fake company ...and ladhko k carrier garbad karta h bajaj...farji company h,"Timely payment
Gob profile better than other company.
Every body knows 
Good culture ."
Project Manager,"Samastipur, Bihar",,Construction Engineering Department,5 May 2022,5.0,4.0,4.0,5.0,2.0,5.0,5.0,Middle order of senior are very crupt .,Excellent .best in job security
