Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Cnc Operator,Manesar,Contractual,TWE  Department,4 Sep 2023,4.0,3.0,4.0,5.0,4.0,4.0,4.0,Maruti suzuki good company and facilities.,All working good
Apprenticeship Trainee,New Delhi,Full Time,"Operations, Maintenance & Support Department",4 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All good,Nothing dislike form maurti suzuki
Cnc Machine Operator,Manesar,Contractual,"Operations, Maintenance & Support Department",4 Sep 2023,4.0,4.0,3.0,4.0,3.0,5.0,3.0,Discipline and behaviour and maintenance,Nothing
Parts Manager,"Allahabad/Prayagraj, Uttar Pradesh",Full Time,Other Department,3 Sep 2023,4.0,3.0,4.0,3.0,2.0,3.0,2.0,We learning very much,Unexpected travel and different work
Service Advisor,"Lucknow, Uttar Pradesh",Full Time,"Operations, Maintenance & Support Department",2 Sep 2023,3.0,1.0,4.0,1.0,3.0,5.0,1.0,Everything in the company,Everything in the company
Manager,"Gurgaon/Gurugram, Haryana",Full Time,Service Manpower Training Department,2 Sep 2023,1.0,1.0,2.0,4.0,5.0,1.0,2.0,Job stability,"Too much pressure, poor work ethics, No HR involvement in other business verticals"
Quality Checker,"Gurgaon/Gurugram, Haryana",Full Time,Production & Manufacturing Department,2 Sep 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Maruti suzaki is best company..,I am interested for work so no dislik
Vehicle Inspector,Lucknow,Full Time,Production & Manufacturing Department,2 Sep 2023,5.0,5.0,5.0,5.0,2.0,5.0,3.0,Like work experience food facility medical facility,Nothing
Worker,"Manesar, Haryana",Contractual,Engineering Department,2 Sep 2023,5.0,1.0,1.0,5.0,1.0,5.0,1.0,Job security is 0 for tw workers,Working condition and fecility is superb
Senior Service Advisor,"Aurangabad, Maharashtra",Full Time,Service  Department,2 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I AM INTERESTED IN AUTOMOBILE FIELD.,
Production Engineer,Manesar,Full Time,Engineering Department,2 Sep 2023,4.0,4.0,3.0,4.0,5.0,4.0,3.0,Good company in terms of salart,Have very much politics
Sccm Administrator,Gurgaon/Gurugram,Full Time,IT Infrastructure Services Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good Everything is okay,"No, it's depend on your attitude"
Assistant Manager,Manesar,Full Time,Production & Manufacturing Department,1 Sep 2023,5.0,3.0,5.0,5.0,5.0,5.0,5.0,Job Security and Salary.,No Work life balance and work culture is also not good.
Inprocess Quality  Engineer.,NO,Full Time,Other Department,1 Sep 2023,3.0,4.0,3.0,4.0,4.0,3.0,3.0,Yes IAM interested,No working but I am interested
Electrician   (working remotely),,Full Time,Engineering Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nice terms and condition,Nothing
Digital Desk Manager,"Sangli Miraj Kupwad, Maharashtra",Full Time,Digital Marketing Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good work...superb system,too much parameters training not good
Trainee   (working remotely),,Full Time,Construction / Manufacturing Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Team work and management system,No comments
Advisor PROCESS AND QUALITY,Maruti Suzuki India Ltd Gurugram,Full Time,Quality Assurance and Testing Department,1 Sep 2023,5.0,5.0,5.0,4.0,5.0,5.0,4.0,"Maruti gives you opportunity,  it gives you independence to execute and achieve target. It offers you challenges to keep your passion  on fire.","Well, have no dislikes."
"CRM Executive, Accounting",New Delhi,Full Time,Top Management Department,1 Sep 2023,5.0,5.0,5.0,3.0,5.0,5.0,3.0,Way of working,I don't like timing
Electrician Maintenance Technician,Manesar,Contractual,Electrican mantinance  Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I am proud of maruti Suzuki company.is a good product.
So I am very happy..",Not for a bad resion..
Machine Operator,Gurgaon/Gurugram,Intern,Production & Manufacturing Department,1 Sep 2023,5.0,5.0,5.0,5.0,1.0,5.0,5.0,Every thing,Maruti suzuki keeps tw or st on job for some time or else it makes them jobless.
Technician,Manesar,Intern,"Operations, Maintenance & Support Department",1 Sep 2023,5.0,5.0,4.0,5.0,3.0,5.0,3.0,Company is too good but after 7 month  as a tw worker is nothing.,Nothing
Water Treatment Plant Operator   (working remotely),,Full Time,Operations Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Mujhe company mein kam karna bahut pasand hai,Mujhse company mein operation sambandhit kuchh bhi kam karva Lo
Relationship Manager,"Cuttack, Odisha",Full Time,Sales Support & Operations Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I love maruti,No idea
Manage,"Gurgaon/Gurugram, Haryana",Full Time,Banking Operations Department,1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,good,no its good company in india
Electrician Maintenance Technician,"Gurgaon/Gurugram, Haryana",Contractual,"Operations, Maintenance & Support Department",1 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,culture and safety,on roll job in maruti very hard and struggle
Mechanical Engineer,"Gurgaon/Gurugram, Haryana",Full Time,Customer Success Department,0 Sep 2023,4.0,3.0,5.0,4.0,2.0,4.0,4.0,Good to work,Not good for girls
Area Service Manager,"Chennai, Tamil Nadu",Full Time,After Sales Service & Repair Department,0 Sep 2023,3.0,1.0,1.0,4.0,4.0,1.0,3.0,Job security n Compensation,Work culture n Employee treatment
Iti Electrician   (working remotely),,Full Time,IT Infrastructure Services Department,0 Sep 2023,2.0,3.0,4.0,4.0,3.0,4.0,4.0,Koi bi kam,Iti pas electronic
Operator   (working remotely),,Full Time,Operations Department,0 Sep 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Sab Kuchh Achcha hai Dobara job karna chahta hun,No
