Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Mechanical Technician,Bilaspur,Full Time,,2 Sep 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good,Yes I will do the needful at your place work
Project Manager,"Kochi, Kerala",Full Time,Construction Engineering Department,1 Jul 2022,4.0,5.0,4.0,5.0,5.0,5.0,3.0,"Work culture, work life balance, job security,","Appraisals, promotions, Incentives, and HR support"
Senior Engineer,Kolkata,Full Time,Construction Engineering Department,3 Oct 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excellent,No any dislike matter
Service Engineer,"Jamshedpur, Jharkhand",,After Sales Service & Repair Department,2 Jul 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing good,"Unfair salary, no system of appraisal"
Area Service Manager,"Bangalore Rural, Karnataka",Full Time,,5 Dec 2022,1.0,1.0,5.0,5.0,1.0,5.0,1.0,Hr policies,Top managers
Sr. Gm,Mumbai,Full Time,Operations Department,2 May 2022,5.0,5.0,5.0,4.0,5.0,5.0,4.0,It’s a organisation driven by result and current MD along with other Management team is driving for successful growth of the organisation. It’s employee friendly organisation having work life balance.,Not measure
Senior Safety Officer,"Baruipur, West Bengal",Full Time,Construction Engineering Department,6 May 2022,2.0,2.0,3.0,3.0,1.0,3.0,1.0,"Timely salary, strong police","Poor Management decision about employment; No grouth for tl and ftc employees, unequal facilities.."
Executive Engineer,Jamshedpur,Full Time,"Operations, Maintenance & Support Department",8 May 2022,5.0,5.0,4.0,4.0,4.0,5.0,4.0,Environment in which we work is highly appreciable for mutual cooperation. Applauds,"You cant say disliked anything in the organisation actually. You see, scope of growing of individuals is not so sound."
Retail Sales Officer,Near To Ur Ashi Theatre Tata Motors,Full Time,Retail & B2C Sales Department,6 Oct 2022,5.0,4.0,4.0,4.0,4.0,4.0,4.0,👍,Nothing was itvwas comfortable zone when I was working in retail
Dy.project Manager Construction,Mumbai,Full Time,Construction Engineering Department,2 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"Work culture ,Management skills,ethical values and company policies",Salary is decent but career growth is slow.
Backend Associate,New Delhi,,Back Office Department,2 Apr 2022,4.0,4.0,4.0,3.0,3.0,3.0,4.0,Good work experience and culture.teammates are supportive and the management is transparent.,No any off in March to August a lot of work salery is not much expensive according to work no any policies for backend
Document Controller,Rourkela,,Operations Department,8 Sep 2023,2.0,1.0,2.0,3.0,3.0,2.0,1.0,If you work as onroll employee then ok  either third-party payroll then your live will be like hell specially there favourism is the wrost thing. Specially office in time is fixed and our time is not fixed,Good culture
Assistant Area Sales Manager,New Delhi,,Enterprise & B2B Sales Department,7 Feb 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing dislike,Overall a good company even for health of staff don't compromise for water everyday arranged bisleri water n salary was ontime
Safety Manager,Bikaner,,Construction Engineering Department,3 Apr 2022,5.0,4.0,5.0,4.0,4.0,4.0,4.0,Due to site distance 14 hours duty and no arrangement for family accommodation.,
Commercial,"Cuttack, Odisha",Full Time,,6 Sep 2022,3.0,3.0,3.0,1.0,5.0,3.0,1.0,Work timings are ok for an employee,Appraisal process are terrible
Back Office Executive,"RaghunathPur, Bhubaneswar",Full Time,Sales Support & Operations Department,9 Aug 2022,4.0,4.0,5.0,3.0,5.0,5.0,4.0,The Behavior of the Company and employees are good,Salary is too low and far from the town area
Service Engineer,Ghatotand Jharkhand,Full Time,"Operations, Maintenance & Support Department",9 Nov 2022,3.0,1.0,3.0,2.0,5.0,4.0,3.0,Job security,No life after work.No salary increase regularly
Engineer,Gurgaon,Full Time,,8 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good work environment and culture. Company policies are good appraisals are fair and they give good salary,Voltas
Team Lead,"Hardoi , Uttar Pradesh",Full Time,,5 Aug 2022,3.0,3.0,4.0,3.0,4.0,4.0,3.0,Because new product  get to learn about,Unable to provide part on time
HVAC Site Manger   (working remotely),,Full Time,Construction Engineering Department,2 Dec 2022,5.0,4.0,5.0,2.0,4.0,5.0,1.0,Ek bar voltas ke sath kam kr liye to duniye me kahi v kam mil jayega,Good
Senior Engineer,Kolkata,,Construction Engineering Department,1 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Yes , i love the culture of the company that's make my career secure.",Nothing all is perfect.
Project Engineer,"Gurgaon/Gurugram, Haryana",,,0 Jul 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All things are good for working here.,Nothing should be dislike all good
Block Incharge,Kolkatta,,Construction Engineering Department,1 Jul 2022,5.0,3.0,5.0,3.0,2.0,3.0,2.0,Not Good work environments and culture.the lower management. Also appraisals are not fairly,Transferable job
Assistant Service Engineer,"Joda, Odisha",,Mining & Construction Equipment Division Department,8 Aug 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best place to work in this company.,Nothing
Finance And Commercial Officer,Kolkata,Full Time,Accounting & Taxation Department,1 Apr 2022,1.0,1.0,1.0,1.0,3.0,1.0,1.0,"If you don't know anything about politics.Voltas is the right place.
Terrible appraisal & increment policy.","Workload compared to increment 
Irrespective of increasing workload increment is restricted to 3%"
Civil Engineer-water/wastewater,"Rourkela, Odisha",Full Time,Construction Engineering Department,5 Jul 2022,4.0,2.0,4.0,4.0,4.0,1.0,2.0,"Salary time to time,no delay","No increment,"
Operations Manager- CAC Customer Care,"New Delhi, Delhi",Full Time,Service Delivery Department,0 Sep 2022,5.0,5.0,5.0,4.0,5.0,4.0,3.0,"Company culture, Job security",Appraisal and promotion
Customer Care Officer,Mumbai,Full Time,Back Office Department,5 Nov 2022,4.0,1.0,4.0,3.0,3.0,3.0,2.0,Having co-operative workers.,Work culture and work environment is not that much good and work pressure also there as per service center.
Supervisor Incharge,Noida,Full Time,After Sales Service & Repair Department,8 Jun 2022,4.0,2.0,5.0,3.0,4.0,4.0,3.0,Job security and comunication skill development,Growth nhi hai time dene k baad bhi
Area Service Manager,Delhi NCR,Full Time,"Operations, Maintenance & Support Department",7 Apr 2022,3.0,5.0,3.0,2.0,5.0,2.0,1.0,"Job safety, work life balance is good else not much.","work politics, management doesn't care about the junior staff. No appreciation no commendations."
Lead HRBP,Mumbai,Full Time,HR Operations Department,7 Apr 2022,3.0,2.0,2.0,2.0,2.0,2.0,2.0,"Not focussed on employee needs specially as keeping pace with the market like no hybrid working, no new initiatives, less salaries etc",Culture and very laid back approach and very slow
Senior Executive Commercial,Kolkata,Full Time,Finance & Commercial Department,2 Apr 2022,4.0,4.0,4.0,3.0,4.0,4.0,3.0,"I like Environment, work culture, stability, Job security for working at Voltas.",Salary structure is not up to market. Increment persentage is also poor
Ac Technicians   (working remotely),,,Technical Services Department,8 Aug 2022,3.0,4.0,4.0,4.0,3.0,4.0,3.0,"Very nice working longtime
Good company is voltas",No
Sales Engineer,"Coimbatore, Tamil Nadu",,Sales Support & Operations Department,5 Jun 2022,5.0,5.0,5.0,4.0,5.0,5.0,4.0,"Work Life Balance
Whistle Blowing policy..",None
Summer Intern,"New Delhi, Delhi",Intern,,8 Jul 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,culture and learning opportunity and supporting seniors,nothing as bad over there everything was good
Site Engineer,Jamshedpur,Contractual,Calcutta Department,7 May 2022,5.0,4.0,5.0,3.0,5.0,4.0,4.0,Voltas is the one of the best company in the hvac Sector. Here is all the sinor  of voltas motivate there junior about the work and guidance them in a  good way.,Not yet like that.
Store Officer,Deogarh,Full Time,Administration Department,5 Feb 2023,3.0,4.0,2.0,5.0,2.0,4.0,2.0,"No job security,","Lot of politics, management doesnot look the issues no career growth. No training."
Auto Cad Operator,Bihar Motihari,Full Time,Engineering & Manufacturing Department,7 Aug 2021,5.0,4.0,5.0,2.0,2.0,4.0,2.0,Theey are hiring in project field 1 year contract bassis after finish your contract any thing will happen like you will lose your job work culture was good management should be improved like senior person from head office come at the side office freaquently over all are good,Job security are no safe
Sr. Engineer,Chandigarh,Contractual,Construction Engineering Department,9 Jun 2022,4.0,5.0,4.0,4.0,5.0,4.0,3.0,It's good to be a part of Voltas.,Process of back office are too much slow
Sales Executive,Mumbai Suburban,Full Time,Retail & B2C Sales Department,0 Jul 2022,5.0,4.0,5.0,5.0,5.0,4.0,5.0,Nice,"Insensitive segments not good visa pramoter
And other brand given insensitive in next month but their  it take 3 month"
PROCUREMENT COORDINATOR KERALA & TAMILNADU REGION,"Kochi/Cochin, Kerala",,Procurement & Purchase Department,3 Jul 2022,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Good work culture,Need to rework on appraisals and promotions
Sales Engineer   (working remotely),,,Retail & B2C Sales Department,1 Nov 2022,4.0,4.0,5.0,3.0,5.0,5.0,2.0,Excellent culture and support. High potential learning aspects.,Slow paced growth. Promotion and Increments are real concerns.
Auto Cad Engineer   (working remotely),,,,5 Jan 2023,4.0,5.0,3.0,5.0,5.0,5.0,4.0,Office environment very good & good relationships with all employees.,Regional hr not good
Logistics Executive,"Rudrapur, Uttarakhand",,SCM & Logistics Department,9 Apr 2023,4.0,4.0,5.0,5.0,5.0,3.0,5.0,Good,Like but he want to changed
Safety Officer,Kolkata,Full Time,Community Health & Safety Department,6 May 2022,4.0,5.0,4.0,4.0,5.0,5.0,4.0,Tata is a brand holds its ethics and core value strongly to provide a safe and productive work environment.,Very good
Ac Technician,"Abu Dhabi, Abu Dhabi",Full Time,"Operations, Maintenance & Support Department",5 Feb 2023,4.0,4.0,4.0,4.0,3.0,4.0,3.0,Vacation  time only,Ac repair & installation
Ac Technician,Bikaner Rajasthan,Full Time,Sach electro care Department,3 Aug 2022,5.0,5.0,4.0,4.0,4.0,5.0,4.0,Salieri,Job security like government Job.
Senior Engineer,"New Delhi, Delhi",Full Time,,2 Aug 2022,3.0,3.0,5.0,1.0,5.0,3.0,1.0,"Poor salary structure, terrible appraisal.",Company management is good but company policies are poor
Sales And Promotion Executive,Jamshedpur,Full Time,Retail & B2C Sales Department,8 Jul 2022,5.0,5.0,5.0,5.0,4.0,4.0,2.0,Salary coming timeing is very good and over all is excellent,"Being Tata Group, Ethics are almost better than many.
Some employee benefits are good."
Filed Engineer,Rudrapur,,Placement Department,0 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Seems being run by people who have stayed back since 20 years
No proper processes and work practices in place.
Job descriptions and responsibilities are not defined.
Employees from other companies finding difficult to settle and leaving.
No proper canteen for food and transportation.
Almost all Employees who travel by 2wheeler has had an accident in last 3years.",I thik company was excellent but authorised service center era and main staff was not good
Purchase Manager,Waghodia,,Procurement & Purchase Department,2 Sep 2022,3.0,1.0,1.0,2.0,5.0,1.0,1.0,Management,"Not a good Company to work with form my experience with Voltas, just for the name sake it's a Tata group company.
1) product quality is so poor
2) Higher management is so dam poor
3) Low skilled Manager
4) All products are imported none are in-house manufactured.
Thanks you"
Raebareli,"Rae Bareli, Uttar Pradesh",,,1 Jul 2022,4.0,4.0,5.0,3.0,3.0,5.0,2.0,Most,Nice company
Area Sales Manager,Bengaluru/Bangalore,,Enterprise & B2B Sales Department,0 Apr 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,I really happy work with Voltas,
Electrical Designer Cum Electrical Revit Modeler.,Kolkata,,Electrical design  Department,2 Mar 2023,3.0,5.0,5.0,4.0,5.0,5.0,1.0,,
Assistant Engineer,Bengaluru/Bangalore,Full Time,Construction Engineering Department,6 May 2022,5.0,5.0,3.0,4.0,5.0,3.0,3.0,Job security average and work culture also average & company policy is poor.,Voltas is good company and management system good working monitoring is good
Site Engineer,Mumbai Chnchpholli,Full Time,Construction Engineering Department,0 Jun 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,English and hindi,Great place to learn lot of things
Area Sales Manager,Hyderabad,Full Time,Enterprise & B2B Sales Department,1 Jun 2022,5.0,3.0,5.0,2.0,5.0,5.0,3.0,"Nothing to dislike,still working on oldest policies",Get Motivation everyday
Quality Engineer,"WAGHODIYA , VADODARA",Full Time,PAC SHOP-QUALITY DEPARTMENT  Department,9 Aug 2022,4.0,5.0,4.0,4.0,2.0,5.0,3.0,Not for sure,Tata policies
Area Manager,Mumbai,Full Time,After Sales Service & Repair Department,0 May 2023,5.0,3.0,5.0,1.0,5.0,3.0,1.0,Nothing nothing nothing nothing nothing,Give space for the work and decission can take by own
Service Manager,Coimbatore,,UPBG/service Department,3 Apr 2022,3.0,2.0,3.0,3.0,5.0,3.0,4.0,Day by day culture is changing and no work balance and no appreciation though we work to exceed the KPI,Yes  this my future company
Chiller Technician,"Jamshedpur, Jharkhand",,,8 Sep 2022,5.0,4.0,4.0,5.0,5.0,5.0,3.0,No any rison,Being a Tata company work culture is very good. Senior management is good for marking Policy for carrier and growth.
Manger Customer Care,Mumbai,,DPG Department,1 Apr 2022,3.0,3.0,4.0,2.0,3.0,2.0,2.0,Experience not Count for promotion. Middile management marking dirty politics,"Management is supportive, salary on time"
Construction Manager Civil,Rourkela,,Construction Engineering Department,0 Jun 2022,5.0,4.0,4.0,4.0,5.0,4.0,3.0,huge work pressor,Timely Salary it's enough this time in EPC business company.
Store Officer,Motihari,,Stores & Material Management Department,7 Apr 2022,4.0,3.0,4.0,1.0,3.0,3.0,3.0,No facilities available for site employees. My review for infrastructure site job.,
Assistant Manager,Mumbai,Full Time,Construction Engineering Department,8 Feb 2022,4.0,4.0,3.0,3.0,5.0,4.0,4.0,"Being a Tata Group Company, Voltas is a good Company to work with. Growth is slow but steady. In terms or perks and benefits, it is a decent Company.","Being into EPC projects, there is lots of uncertainties around."
Area Manager,"Hyderabad/Secunderabad, Telangana",,Construction / Manufacturing Department,0 May 2022,4.0,4.0,4.0,3.0,5.0,5.0,3.0,Good culture & Management,Less Bonuses & Annual increment
Service Engineer,Coimbatore.,,Engineering Department,0 Jun 2022,5.0,3.0,5.0,5.0,5.0,5.0,5.0,To good company and job security and policies are very good,Job security is thier but on performance basis.
Deputy Manager Sales,Delhi NCR,,Enterprise & B2B Sales Department,8 May 2022,3.0,2.0,3.0,1.0,4.0,3.0,2.0,Work life and career growth are missing,Freedom for work
Head Constrution,"Mumbai, Maharashtra",,Solar Department,8 Aug 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing free to work,I like to working at voltas ltd. Good working environment.
Site Engineer,Jamshedpur,,Engineering Department,6 Apr 2022,4.0,3.0,4.0,3.0,5.0,4.0,4.0,24hrs customer handling . No duty time to go home.,"Good working culture, very good management, policy good"
Safety Officer,Mumbai Suburban,,Community Health & Safety Department,4 May 2022,5.0,4.0,4.0,4.0,4.0,4.0,4.0,"Health insurance, job Training, free food",Very ery easy going and job security
Engineer,Sanand,,Production & Manufacturing Department,9 Jun 2022,3.0,3.0,1.0,2.0,4.0,1.0,3.0,Culture and Performance linked insensitive never comes,I love this company
Team Lead,"Lucknow, Uttar Pradesh",,,1 Sep 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All goods,Job security & salary payment cycle
Compliance Executive,Ahmedabad,,Employee Relations Department,8 Jun 2022,4.0,3.0,4.0,3.0,5.0,3.0,3.0,Lost of traveling,
Project Manager - HVAC,Hyderabad/Secunderabad,Full Time,Project Execution Department,0 Apr 2022,4.0,4.0,3.0,3.0,4.0,4.0,2.0,Work life balance,"Compensation, Incentive, Growth, management is not so active for support, issue closure."
Sales Coordinator,New Delhi,Full Time,Sales Support & Operations Department,6 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Its a great opportunity to work in Voltas. Nice Company.,Nothing for dislike.
Assistant Complaint Care Officer   (working remotely),,Full Time,Back Office Department,9 May 2022,4.0,3.0,5.0,3.0,4.0,5.0,2.0,"Need sallary hike
And work from home",Not increased sallary in voltas company
Safety Officer,Sundergarh,Full Time,Construction Engineering Department,7 May 2022,3.0,3.0,4.0,2.0,3.0,3.0,3.0,"Salary on time, training program conducted by company for skill development",Internal management system is too bad
Service Engineer,Hospet,Full Time,Construction Engineering Department,9 May 2022,5.0,5.0,5.0,5.0,5.0,4.0,4.0,Good for Batchelors but as a service manager it is little tough.,Nothing
Project Coordinator,Khargone,Full Time,Construction Engineering Department,4 Feb 2022,4.0,4.0,3.0,3.0,4.0,4.0,3.0,Work culture of Voltas is friendly on site. There is no problem of finance flow in projects. Company policies are favourable with employees.,There is no policies for working on site projects.
Sr Engineer- Retrofit Sales,Kolkata,Full Time,Construction Engineering Department,2 May 2022,4.0,5.0,5.0,3.0,5.0,4.0,4.0,"100% job security, work culture is good, management is ok now, company policies are good but makes slow.growth",Very nominal growth even after performing good
Project Engineer,Chennai,Full Time,Construction Engineering Department,7 May 2022,2.0,1.0,3.0,1.0,1.0,1.0,1.0,No recognitions and No develop for employees,People will get work from you but they won’t care about your growth and development.
Assistant Engineer (Project Execution),"Chandigarh, Chandigarh",Full Time,Commercial air conditioning  Department,0 May 2022,5.0,5.0,4.0,3.0,5.0,5.0,4.0,Best place for do the work,"Everything is ok , learns from difficult tasks"
Ac Mechanic,"Rayagada, Odisha",,AC MECHANICAL Department,8 Jul 2022,4.0,5.0,1.0,2.0,4.0,2.0,3.0,Working is a good,Voltas company exlent
Quality Engineer,IMT Manesar,Full Time,"Operations, Maintenance & Support Department",7 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Production me work
And quality work good","Sir Voltas company me supervisor 
behavior Wrong"
Civil Engineer,"Deogarh, Odisha",Full Time,Construction Engineering Department,5 Nov 2022,5.0,5.0,4.0,5.0,4.0,3.0,5.0,"Project manager is very supportive,",Work culture should be improve
Hvac Service Engineer,Guwahati,Full Time,CAC Department,7 Mar 2022,4.0,5.0,4.0,3.0,5.0,4.0,4.0,The working atmosphere is very good. Boss is supportive. Job security is good. Policy is good 👍,The salary is needs to be improved and more field training is required
Maintenance Electrician   (working remotely),,,,9 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good manufacturing and quality,I work with third party role
Area Service Manager,Mumbai,,Service Delivery Department,9 Mar 2023,2.0,1.0,1.0,5.0,5.0,1.0,1.0,Only Name TATA,It's pathetic to work no work life balance
Assistant Engineer,Kolkata,,Construction Engineering Department,5 Jun 2022,4.0,4.0,4.0,3.0,3.0,5.0,4.0,HR. Policies,"Arrangement Of accomodation, fooding not Proper at site"
Area Manager In Business Development And Key Accounts,Chenani,,Construction / Manufacturing Department,4 Jun 2022,5.0,4.0,4.0,3.0,5.0,3.0,2.0,Work life balance will be good but we cannot grow financially,Salary package
Assistant Manager Design,Hyderabad,,,4 Jun 2022,2.0,3.0,2.0,2.0,3.0,2.0,2.0,"Colleagues,ontime salary and flexible timings",Work culture is very bad.
Sale Executive,"Dibrugarh, Assam",,,4 Aug 2022,5.0,5.0,5.0,4.0,5.0,5.0,4.0,"Good product, Price, Features",Nothing
Safety Officer   (working remotely),,,Safety Officer  Department,6 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I am proud of you,Good
Senior Executive,Pantnagar,Full Time,Procurement & Purchase Department,6 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great company,Nothing
Area Manager,"Lucknow, Uttar Pradesh",Full Time,Construction Engineering Department,6 May 2022,4.0,5.0,4.0,4.0,5.0,4.0,3.0,Very reputed company with a Tata Brand,"Employee care, Allowances"
Safety Officer,Rairakhol,Full Time,Community Health & Safety Department,6 Apr 2022,5.0,5.0,5.0,5.0,5.0,4.0,5.0,It's job of dreams come true.,To improve local management
Ac Technician,Karimnagar,Full Time,Technical Department,9 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good work and good support from high level and good salary,Good team we have I have dond in 2 years
Senior Engineer,Rudrapur,Full Time,Production & Manufacturing Department,2 Apr 2022,2.0,1.0,3.0,2.0,3.0,1.0,1.0,Job security,"Poor culture, no KRA defined, no work life balance, no support of team no team building activity no outings"
Back Office Support Executive,Chennai,Full Time,Sales Support & Operations Department,9 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good to work at voltas,Nothing to dislike in this company.
Assistant Vendor Manager,Kolkata,,Finance Department,3 Feb 2022,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"It is an amazing experience to work at Voltas. Being a part of TATA Group, employee satisfaction is given keen importance. Got opportunity to work with an extremely supportive team. Work-life balance is found to be best.",Freedom of express
Assistant Manager,Hyderabad/Secunderabad,,Construction / Manufacturing Department,3 Jun 2022,3.0,3.0,3.0,2.0,3.0,3.0,2.0,could be better in may ways,"Company policies , work culture ,job security and TCOC"
Sales Engineer,Ahmedabad,,,1 May 2022,4.0,4.0,4.0,4.0,5.0,4.0,4.0,Work life balance and working culture,Breakfast should be provided
Senior Quality Engineer,Ahmedabad,,Production & Manufacturing Department,1 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
MEP Revit Modeler,"Thane, Maharashtra",Full Time,IOBG Department,2 Sep 2022,2.0,3.0,2.0,2.0,4.0,4.0,2.0,Very good environment for work and Managers good behaviour with employees.,Not improving knowledge and salary.
Service Supervisor,Kalyan/Dombivli,Full Time,Operations Support Department,7 May 2022,5.0,5.0,5.0,3.0,4.0,4.0,2.0,"Freedom as well as puctually work, Good environment",Politics
Safety Officer,Panipat,,Health Safety & Environment Department,1 Feb 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Higher management is too good . Any kind of issues or problems related to work they will handle very easily ...,Nothing is there for unlike in voltas .. everything is great 👍
Cumputer Back End Executive,Miyapur,,Accounting & Taxation Department,2 Jun 2022,5.0,5.0,3.0,3.0,2.0,3.0,2.0,Nice job good team members no,No job security
Senior Service Engineer,Thenampet,,Construction Engineering Department,1 Jul 2022,5.0,5.0,5.0,3.0,5.0,4.0,3.0,All are Good,Nathing for any
Manager Corporate Hr,Mumbai,,HR Operations Department,6 May 2022,1.0,2.0,1.0,1.0,3.0,1.0,1.0,Nothing,"Culture, Compensation, Growth Opportunity"
Senior Safety Officer,Mumbai,,Community Health & Safety Department,3 Apr 2022,3.0,3.0,4.0,2.0,2.0,4.0,1.0,Nothing,No future in the company no benifit no salary hike no duty hours no mediclaim
Quality Inspector,Mumbai,,,1 Apr 2022,4.0,4.0,4.0,2.0,2.0,3.0,2.0,Work environment is good but there is no cafeteria and gaming arcade ofr chilling.,There is not hope to do company job role.
Manager,Kolkata,,,9 Jun 2022,5.0,5.0,5.0,4.0,5.0,4.0,4.0,"Atmosphere is very good,",Need to be work on salary structure
Manager,Delhi,,Service Delivery Department,4 Apr 2022,3.0,3.0,3.0,2.0,5.0,3.0,3.0,Approachable management and job security,Growth culture is missing
Construction Manager,"New Delhi, Delhi",Full Time,Construction Engineering Department,8 Dec 2022,4.0,4.0,4.0,3.0,5.0,5.0,3.0,"Values, Support system, dignity,",Not very challenging - some discrimination-little bit boring
Senior Customer Care Officer,CHHATTARPUR,Full Time,Sales & Service Department,9 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Voltas company me 4 years se work kr raha hu or mene jab start kiya tha der tha but ab mere ko achcha knowledge ho gaya hai  and job bhi secured,Good work culture
Project Engineer,"Lucknow, Uttar Pradesh",Full Time,Construction Engineering Department,2 Oct 2022,4.0,3.0,3.0,4.0,4.0,4.0,2.0,Growth very less,No any job security
Site Engineer,Mumbai,Full Time,Construction Engineering Department,7 May 2022,2.0,1.0,3.0,1.0,1.0,3.0,1.0,"Job security is good, work culture is good, policies are also good",Salary and increment
Assistant Engineer Hvac,Jajpur Road,,Operations Department,9 Apr 2022,3.0,5.0,4.0,4.0,5.0,5.0,4.0,Team work culture,Out station facility
Assistant Manager,Kolkata,,,2 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Job security & integrity,Work timing
Project Manager,Kolkata,,Construction / Manufacturing Department,5 May 2022,5.0,4.0,5.0,4.0,5.0,5.0,4.0,I am very thankful to voltas for giving me continously overall experience.Work culture and job security also good.Team is good for working at voltas.,Work culture & professional & personal life balance
Electrical Engineer,Kolkata,,Construction Engineering Department,2 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Promotion,There is Job security.
Procurement Engineer Buyer,Jamshedpur,,Construction Engineering Department,1 Apr 2022,5.0,5.0,5.0,3.0,5.0,4.0,3.0,Favoritism is there. No appraisal except sycophancy employee. Ignore your achievement.,
Finance Executive,Delhi NCR,,Accounting & Taxation Department,7 Apr 2022,3.0,3.0,3.0,3.0,5.0,2.0,3.0,,
Branch FnC,Vijayawada,Full Time,Finance & Accounts Department,6 Jun 2022,5.0,4.0,3.0,4.0,5.0,5.0,4.0,"I am proud as I worked in Tata enterprise.
Learnt lot of things.. not only work its in all aspects.",Nothing can be said for this.
Electrical Sr. Site Engineer,Kolkata,Full Time,Software Development Department,0 May 2022,4.0,4.0,4.0,2.0,2.0,4.0,3.0,Brand value and tata group,No permanent Job position
Sr. Executive Document Controller Cum MIS Executive,Jamshedpur,Full Time,WMBD Department,6 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Employees are very cooperative to maintain a balance working atmoshphere,Travel
Sales Officer,Delhi,Full Time,Enterprise & B2B Sales Department,9 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"They give opportunity to everyone for growth and help to development in individual. If you get any thing in Voltas you can, because it is politic free zone which loves only healthy work and employees.",They don't take on role  3rd party employees.
Site Engineer,Deogarh Odisha,Full Time,Construction Engineering Department,4 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Job security & good culture,There is no facilities of company vehicle
Senior Engineer Maintenance,Waghodia,,"Operations, Maintenance & Support Department",8 Apr 2022,4.0,3.0,3.0,3.0,4.0,4.0,3.0,You have to lead each job,Facilities for employees is not much good
Customer Care Officer,Indore,,Back Office Department,3 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Good work environment and culture,Not issues
Assistant Engineer 3,Jamshedpur,,After Sales Service & Repair Department,1 Apr 2022,3.0,2.0,3.0,2.0,5.0,2.0,2.0,It's okay if you're a fresher gain experience and learn.,"No salary issue on time payment, and very good place to learn more knowledge."
Electrical Engineer Operation And Maintenance-HVAC,"Bengaluru/Bangalore, Karnataka",,"Operations, Maintenance & Support Department",5 Dec 2022,4.0,4.0,4.0,3.0,4.0,4.0,3.0,No,I worked in Voltas Cochin Kerala branch
Hvac Supervisor,Cochin,,Construction Engineering Department,1 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Customer care supervisor,
Area Service Executive,Indore,Full Time,UPBG Department,8 Nov 2021,3.0,4.0,3.0,2.0,5.0,4.0,3.0,Working environment is good but incentive and compansation is too bad,Only the incentive part is very bad
Service Engineer   (working remotely),,Full Time,"Operations, Maintenance & Support Department",9 Jun 2022,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Back hand not good,Backhand not halp
Senior Executive Planner,Ahmedabad,Full Time,Procurement & Purchase Department,6 Jun 2022,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Good very good,Good very good
Design Engineer,"Thane, Maharashtra",,Engineering & Manufacturing Department,3 Sep 2022,5.0,5.0,3.0,3.0,3.0,3.0,3.0,Work life,Increment is very less compared to market need
Business Development Manager,Mumbai,,Engineering & Manufacturing Department,7 May 2022,1.0,1.0,1.0,1.0,5.0,1.0,1.0,Nothing.A worst company .,"Apart from salary on time ,nothing is good ."
Deputy Manager,Delhi,,Voice / Blended Department,3 Sep 2020,2.0,1.0,2.0,2.0,2.0,1.0,2.0,"Not much to like, very poor management support, Interdepartmental support is very poor","No clear direction of work, Management Task poorly directed to junior staff, No Policy and flowchart of Customer service"
Deputy Manager Mep,Chennai,,Construction / Manufacturing Department,9 Apr 2022,3.0,4.0,3.0,1.0,2.0,3.0,3.0,Company is good,Management people at my Chennai branch
